    0.998690     1.0331     0.0027801767 
    1.003433     1.0875     0.0011733056 
    1.005842     1.2043     0.0015991159 
    0.063009     1.6826     0.9428605668 
    0.965232     1.7906     0.0331258618 
    0.788114     1.8521     0.0121822523 
    0.347319     1.8772     0.0036798699 
    0.744761     1.9014     0.0028854656 
    0.081313     1.9408     0.0117191085 
    0.108667     1.9611     0.0011409933 
    0.119352     1.9743     0.0010954131 
    0.384717     2.0014     0.0035206511 
    0.603929     2.0155     0.0041253964 
    0.174318     2.0253     0.0032243653 
    0.779597     2.0324     0.0187238133 
    0.970431     2.0531     0.0017845730 
    0.093406     2.0868     0.0146338085 
    0.956121     2.0996     0.0002761467 
    0.034979     2.1473     0.0239506156 
    0.543665     2.1753     0.0086953524 
    0.531172     2.1826     0.0125919220 
    0.759985     2.2183     0.0021988432 
    0.192215     2.2298     0.0060345482 
    0.052732     2.2457     0.0030313161 
    0.039301     2.2649     0.0076908282 
    0.049347     2.2889     0.0157404669 
    0.065570     2.3082     0.0017274673 
    0.038684     2.3306     0.0118280855 
    0.034817     2.3687     0.0041707711 
    0.029251     2.3727     0.0028652500 
    0.023261     2.3895     0.0046475383 
    0.052487     2.4151     0.0020467593 
    0.181302     2.4317     0.0013325606 
    0.160912     2.4487     0.0070461022 
    0.167941     2.4633     0.0037007894 
    0.637380     2.4894     0.0019603119 
    0.055553     2.5003     0.0170429631 
    0.042701     2.5146     0.0402713182 
    0.778625     2.5353     0.0018326095 
   -0.755036     2.5479     0.0034794390 
