  STATES      Coupling(eV)
   3   37     0.0033732230 
   3   38    -0.0115128900 
   3   39     0.0158382700 
   3   40     0.0016301400 
   4    5     0.0200481700 
   4    6    -0.0073383000 
   4    7     0.0065471700 
   4    8     0.0012321430 
   4    9     0.0479137600 
   4   10     0.0097307610 
   4   11     0.0034829130 
   4   12    -0.0183894600 
   4   13     0.0056514290 
   4   14     0.0804388700 
   4   15     0.0312132500 
   4   16    -0.0075766720 
   4   17     0.0079074720 
   4   18    -0.0041357850 
   4   19     0.0252967800 
   4   20    -0.0135351800 
   4   21    -0.0139764100 
   4   22    -0.0001922447 
   4   23    -0.0009890223 
   4   24    -0.1907073000 
   4   25    -0.0233141800 
   4   26     0.0531470600 
   4   27     0.3072343000 
   4   28    -0.0565415800 
   4   29    -0.0852309700 
   4   30    -0.0198549800 
   4   31    -0.0004516727 
   4   32     0.0034867900 
   4   33     0.0219154600 
   4   34    -0.0092126330 
   4   35     0.0101131200 
   4   36     0.0060611710 
   4   37    -0.3024572000 
   4   38    -0.1229786000 
   4   39     0.0040115340 
   4   40    -0.0152666900 
   5    6     0.0006131942 
   5    7    -0.0008455645 
   5    8     0.0047246240 
   5    9     0.0018046500 
   5   10    -0.0019655540 
   5   11    -0.0020623440 
   5   12    -0.0018139660 
   5   13     0.0014387970 
   5   14    -0.0021009860 
   5   15    -0.0217228200 
   5   16    -0.1039889000 
   5   17    -0.0000249345 
   5   18    -0.0018420550 
   5   19    -0.0020277230 
   5   20     0.0025761920 
   5   21     0.0041513080 
   5   22     0.0002404534 
   5   23    -0.0001509116 
   5   24    -0.0013443200 
   5   25    -0.0039297610 
   5   26    -0.0018003380 
   5   27     0.0001201294 
   5   28     0.0008871233 
   5   29     0.0061742140 
   5   30    -0.0004682138 
   5   31    -0.0007171050 
   5   32     0.0035758450 
   5   33    -0.0008440913 
   5   34    -0.0021004060 
   5   35     0.0019925570 
   5   36     0.0035415250 
   5   37     0.0056560950 
   5   38     0.0058681070 
   5   39     0.0128535500 
   5   40    -0.0040248980 
   6    7    -0.0106630800 
   6    8     0.0244277600 
   6    9     0.0045411620 
   6   10     0.0091394470 
   6   11    -0.0002962707 
   6   12    -0.0080886470 
   6   13     0.0094133200 
   6   14     0.0004719827 
   6   15    -0.0892111300 
   6   16    -0.0201310200 
   6   17     0.0047554820 
   6   18    -0.0271893300 
   6   19    -0.0029747040 
   6   20     0.0100223600 
   6   21    -0.0200371600 
   6   22     0.0980330900 
   6   23     0.0049280310 
   6   24    -0.0345347900 
   6   25    -0.0051266710 
   6   26    -0.0002858413 
   6   27    -0.0069389730 
   6   28    -0.0111490900 
   6   29    -0.0094521860 
   6   30    -0.0055074070 
   6   31    -0.0018602540 
   6   32     0.0072364920 
   6   33    -0.0151069900 
   6   34    -0.0058394990 
   6   35     0.0049799410 
   6   36    -0.0064779990 
   6   37    -0.0085538720 
   6   38     0.0116904300 
   6   39    -0.1697761000 
   6   40     0.0000155854 
   7    8    -0.0092851300 
   7    9    -0.0174625900 
   7   10     0.0204945900 
   7   11     0.0237873700 
   7   12    -0.0599268100 
   7   13     0.0002039009 
   7   14    -0.0073993180 
   7   15     0.0073457350 
   7   16    -0.0040342880 
   7   17    -0.0126978500 
   7   18    -0.0183924200 
   7   19    -0.0095267180 
   7   20    -0.0009212162 
   7   21     0.0113117800 
   7   22    -0.0016983500 
   7   23     0.0410218800 
   7   24     0.0409812000 
   7   25    -0.0029015500 
   7   26     0.0288330900 
   7   27     0.0138929400 
   7   28    -0.0193018700 
   7   29     0.0210003500 
   7   30     0.0126923600 
   7   31    -0.0003239651 
   7   32    -0.0015705440 
   7   33    -0.0220534400 
   7   34     0.0418219300 
   7   35    -0.0322618800 
   7   36     0.0060277420 
   7   37     0.0001634504 
   7   38    -0.0013166390 
   7   39     0.0039234870 
   7   40    -0.0055048210 
   8    9    -0.0076678070 
   8   10     0.0170377900 
   8   11     0.0158218800 
   8   12     0.0147962300 
   8   13    -0.0032365420 
   8   14     0.0045573580 
   8   15    -0.0487220500 
   8   16     0.0172927300 
   8   17    -0.0147052100 
   8   18    -0.0184297600 
   8   19    -0.0137389200 
   8   20     0.0241742600 
   8   21    -0.0138742500 
   8   22     0.1179315000 
   8   23     0.0157072000 
   8   24     0.0016888880 
   8   25    -0.0021500510 
   8   26     0.0160923700 
   8   27     0.0096019600 
   8   28    -0.0169800300 
   8   29     0.0061122250 
   8   30     0.0069798790 
   8   31    -0.0014614980 
   8   32     0.0050524820 
   8   33     0.0058731610 
   8   34     0.0048713180 
   8   35    -0.0062624600 
   8   36     0.0148190900 
   8   37    -0.0040198210 
   8   38    -0.0021224030 
   8   39    -0.1585555000 
   8   40     0.0004877753 
   9   10     0.0092945930 
   9   11     0.0158324700 
   9   12    -0.0038900670 
   9   13    -0.0112376400 
   9   14    -0.0168445200 
   9   15    -0.0042764850 
   9   16     0.0059210190 
   9   17    -0.0712281000 
   9   18    -0.0026323060 
   9   19     0.0408368000 
   9   20     0.0042583500 
   9   21     0.0044250720 
   9   22    -0.0070749230 
   9   23    -0.0270042000 
   9   24     0.0964450200 
   9   25     0.0086903480 
   9   26    -0.0721610700 
   9   27    -0.0999036600 
   9   28     0.0384848100 
   9   29    -0.0811507400 
   9   30     0.0507743300 
   9   31    -0.0550733900 
   9   32    -0.0661144500 
   9   33    -0.0307275600 
   9   34     0.0862593000 
   9   35     0.0091801420 
   9   36     0.0110946500 
   9   37    -0.0957680100 
   9   38     0.1028843000 
   9   39     0.0021654320 
   9   40     0.0011464200 
  10   11    -0.0063655460 
  10   12    -0.0092417800 
  10   13    -0.0076065900 
  10   14    -0.0209161900 
  10   15    -0.0037067650 
  10   16     0.0004641074 
  10   17    -0.0552463300 
  10   18     0.0099482850 
  10   19    -0.0242172800 
  10   20    -0.0065801590 
  10   21     0.0069438150 
  10   22    -0.0110830600 
  10   23    -0.0558819100 
  10   24     0.0099574360 
  10   25    -0.0306434400 
  10   26     0.0190613400 
  10   27    -0.0652009000 
  10   28    -0.0621979800 
  10   29    -0.0212119600 
  10   30     0.0658550000 
  10   31    -0.0171591900 
  10   32     0.0712876500 
  10   33    -0.0353082100 
  10   34     0.0388902700 
  10   35    -0.0398735400 
  10   36    -0.0148751400 
  10   37     0.0263979700 
  10   38    -0.0347178100 
  10   39     0.0159401000 
  10   40    -0.0157266200 
  11   12     0.0092666760 
  11   13     0.0122435600 
  11   14     0.0033529290 
  11   15    -0.0019051970 
  11   16    -0.0005881830 
  11   17    -0.0547134200 
  11   18     0.0022477590 
  11   19    -0.0258613500 
  11   20     0.0003219298 
  11   21    -0.0087161320 
  11   22     0.0119174900 
  11   23     0.0448819400 
  11   24     0.0125614300 
  11   25    -0.0339941500 
  11   26     0.0899858400 
  11   27     0.0899318800 
  11   28    -0.0435923900 
  11   29     0.0615824600 
  11   30    -0.0435849000 
  11   31     0.0023498030 
  11   32    -0.0160854100 
  11   33     0.0026217060 
  11   34    -0.0924298000 
  11   35     0.0832766000 
  11   36     0.0043206660 
  11   37    -0.0417386900 
  11   38     0.0025725810 
  11   39     0.0091720640 
  11   40     0.0139343000 
  12   13    -0.0067841680 
  12   14    -0.0049281010 
  12   15     0.0102442600 
  12   16    -0.0091616700 
  12   17     0.0169871200 
  12   18     0.0066339070 
  12   19    -0.0026477280 
  12   20    -0.0388148500 
  12   21     0.0410188200 
  12   22    -0.0061124340 
  12   23     0.0333963900 
  12   24     0.0095964900 
  12   25    -0.0080432080 
  12   26    -0.0123444900 
  12   27    -0.0331222900 
  12   28    -0.0028793110 
  12   29    -0.0203850600 
  12   30     0.0260605400 
  12   31    -0.0072306860 
  12   32     0.0173344600 
  12   33    -0.0115464000 
  12   34    -0.0075840590 
  12   35     0.0082072040 
  12   36     0.0253356400 
  12   37     0.0054002890 
  12   38     0.0041769350 
  12   39    -0.0014089870 
  12   40    -0.0041517090 
  13   14     0.0019275460 
  13   15    -0.0060327980 
  13   16     0.0066582350 
  13   17     0.0151411400 
  13   18     0.0012003920 
  13   19    -0.0027992780 
  13   20     0.0699377600 
  13   21    -0.0699580000 
  13   22     0.0259707700 
  13   23     0.0097441400 
  13   24     0.0080707310 
  13   25    -0.0011615010 
  13   26    -0.0080531880 
  13   27    -0.0042093280 
  13   28     0.0045063370 
  13   29    -0.0269765500 
  13   30     0.0155641600 
  13   31    -0.0058346840 
  13   32     0.0040147320 
  13   33     0.0089481710 
  13   34    -0.0153966200 
  13   35     0.0042243050 
  13   36     0.0428070300 
  13   37     0.0088150250 
  13   38     0.0073749850 
  13   39     0.0043048490 
  13   40     0.0092447930 
  14   15    -0.0026762650 
  14   16     0.0013318980 
  14   17     0.0166152900 
  14   18     0.0014645630 
  14   19     0.0031930980 
  14   20    -0.0035098350 
  14   21     0.0032301300 
  14   22    -0.0009826315 
  14   23    -0.0414035600 
  14   24     0.0142557200 
  14   25    -0.0006427687 
  14   26    -0.0037639250 
  14   27     0.0418736900 
  14   28     0.0084165580 
  14   29    -0.0329679800 
  14   30    -0.0044316310 
  14   31    -0.0022778500 
  14   32     0.0119562300 
  14   33     0.1969583000 
  14   34     0.1597353000 
  14   35     0.1319145000 
  14   36     0.0083519260 
  14   37    -0.0021034220 
  14   38     0.0015444910 
  14   39    -0.0014710320 
  14   40    -0.0056584050 
  15   16    -0.0056065330 
  15   17     0.0025009280 
  15   18     0.0036962140 
  15   19     0.0012824680 
  15   20    -0.0017499560 
  15   21     0.0005024704 
  15   22     0.0765639500 
  15   23     0.0013580720 
  15   24     0.0053904470 
  15   25    -0.0004438899 
  15   26    -0.0005876886 
  15   27     0.0115069500 
  15   28     0.0044371200 
  15   29    -0.0091699310 
  15   30    -0.0031048050 
  15   31    -0.0019832450 
  15   32    -0.0027885430 
  15   33     0.0021185820 
  15   34     0.0009793197 
  15   35    -0.0013229560 
  15   36     0.0058981290 
  15   37    -0.0002059441 
  15   38     0.0007356222 
  15   39    -0.2428071000 
  15   40    -0.0028013140 
  16   17     0.0005029825 
  16   18     0.0120407000 
  16   19     0.0004123739 
  16   20    -0.0033218830 
  16   21     0.0021881260 
  16   22    -0.0065245500 
  16   23    -0.0047028070 
  16   24    -0.0036297490 
  16   25    -0.0033342440 
  16   26     0.0004347750 
  16   27    -0.0137947100 
  16   28    -0.0040244680 
  16   29     0.0038543870 
  16   30    -0.0006705161 
  16   31     0.0001633842 
  16   32     0.0005898237 
  16   33    -0.0014087230 
  16   34    -0.0014870950 
  16   35     0.0022675170 
  16   36     0.0007200965 
  16   37    -0.0022839580 
  16   38     0.0045992740 
  16   39     0.0035570650 
  16   40    -0.0001569148 
  17   18    -0.0025145820 
  17   19     0.0035962960 
  17   20    -0.0075828580 
  17   21     0.0004360263 
  17   22     0.0072526910 
  17   23     0.0247147900 
  17   24    -0.0380770500 
  17   25     0.0317146500 
  17   26    -0.0385431500 
  17   27     0.0875025300 
  17   28     0.0059574520 
  17   29    -0.0643050700 
  17   30     0.0162237000 
  17   31    -0.0010291480 
  17   32     0.0067609530 
  17   33     0.0203340700 
  17   34     0.0659225800 
  17   35     0.0157819900 
  17   36    -0.0048649810 
  17   37    -0.0092660220 
  17   38    -0.0119722000 
  17   39    -0.0149048400 
  17   40    -0.0092678660 
  18   19    -0.0002822596 
  18   20    -0.0031196620 
  18   21     0.0017713560 
  18   22     0.0124130100 
  18   23     0.0012757770 
  18   24    -0.0024264060 
  18   25     0.0029270060 
  18   26     0.0025395440 
  18   27     0.0101982700 
  18   28    -0.0001496093 
  18   29    -0.0051366820 
  18   30    -0.0006391646 
  18   31     0.0009069063 
  18   32     0.0015953030 
  18   33    -0.0002077054 
  18   34     0.0015717510 
  18   35     0.0001252388 
  18   36     0.0015471410 
  18   37    -0.0009235939 
  18   38     0.0004732950 
  18   39    -0.0198571500 
  18   40    -0.0002132328 
  19   20    -0.0020929990 
  19   21    -0.0036741250 
  19   22    -0.0037212200 
  19   23    -0.0077842410 
  19   24    -0.0027623640 
  19   25    -0.0528066900 
  19   26     0.0601326800 
  19   27     0.0427203400 
  19   28    -0.0791731700 
  19   29     0.1094437000 
  19   30     0.0762371300 
  19   31    -0.0635809400 
  19   32     0.0137423600 
  19   33     0.0085423640 
  19   34     0.0053898350 
  19   35     0.0067053980 
  19   36     0.0029390770 
  19   37     0.0182317100 
  19   38    -0.1613974000 
  19   39    -0.0087025130 
  19   40    -0.0106138800 
  20   21     0.0036429650 
  20   22     0.0146428800 
  20   23    -0.0113423200 
  20   24    -0.0040820520 
  20   25    -0.0041382250 
  20   26     0.0023463770 
  20   27     0.0089623810 
  20   28    -0.0003884312 
  20   29    -0.0126609600 
  20   30    -0.0010433610 
  20   31    -0.0034551040 
  20   32     0.0038428250 
  20   33    -0.0068801890 
  20   34    -0.0057613250 
  20   35     0.0023055400 
  20   36    -0.0335459000 
  20   37     0.0004757996 
  20   38     0.0025931030 
  20   39     0.0144968900 
  20   40    -0.0022896230 
  21   22    -0.0133901600 
  21   23     0.0040075580 
  21   24    -0.0001343529 
  21   25    -0.0032293980 
  21   26    -0.0020886760 
  21   27    -0.0063186180 
  21   28     0.0034883110 
  21   29    -0.0036086280 
  21   30    -0.0040814590 
  21   31    -0.0025369040 
  21   32    -0.0017192750 
  21   33    -0.0022430530 
  21   34     0.0014890910 
  21   35    -0.0028101120 
  21   36     0.0352894800 
  21   37    -0.0018677920 
  21   38     0.0008506324 
  21   39    -0.0140438600 
  21   40     0.0017299570 
  22   23     0.0043497940 
  22   24     0.0023862390 
  22   25    -0.0001912833 
  22   26    -0.0064179680 
  22   27    -0.0198871400 
  22   28    -0.0037428190 
  22   29     0.0074648940 
  22   30     0.0040491940 
  22   31    -0.0030934850 
  22   32     0.0017516900 
  22   33     0.0015250170 
  22   34    -0.0077307640 
  22   35    -0.0010809670 
  22   36     0.0621165400 
  22   37     0.0079393070 
  22   38     0.0011228070 
  22   39     0.1259484000 
  22   40     0.0008318936 
  23   24     0.0042509390 
  23   25    -0.0011213450 
  23   26    -0.0137101800 
  23   27    -0.0302208900 
  23   28    -0.0030156550 
  23   29     0.0178453100 
  23   30     0.0085689580 
  23   31    -0.0126724300 
  23   32     0.0091090210 
  23   33    -0.0977095800 
  23   34     0.0892944500 
  23   35     0.0426345700 
  23   36     0.0374745600 
  23   37    -0.0150428700 
  23   38    -0.0129894000 
  23   39    -0.0118277500 
  23   40    -0.0030219430 
  24   25    -0.0071655460 
  24   26    -0.0214256200 
  24   27     0.0289312000 
  24   28     0.0037123150 
  24   29     0.0256976700 
  24   30     0.0321427500 
  24   31    -0.0404068600 
  24   32     0.0846680300 
  24   33    -0.0004352904 
  24   34    -0.0097679080 
  24   35    -0.0014658290 
  24   36     0.0155786300 
  24   37     0.1156936000 
  24   38    -0.1286100000 
  24   39     0.0029278680 
  24   40    -0.0035936390 
  25   26     0.0098008960 
  25   27    -0.0064358120 
  25   28     0.0292711900 
  25   29    -0.0175810900 
  25   30     0.0256621600 
  25   31     0.0376188400 
  25   32     0.0668624800 
  25   33     0.0002111143 
  25   34     0.0195876800 
  25   35     0.0158295300 
  25   36    -0.0063196750 
  25   37     0.0153394600 
  25   38    -0.1225614000 
  25   39    -0.0248514700 
  25   40     0.0001362834 
  26   27    -0.0085647980 
  26   28    -0.0161624100 
  26   29    -0.0168841700 
  26   30    -0.0035507370 
  26   31     0.0267471000 
  26   32     0.0620277400 
  26   33    -0.0126128300 
  26   34     0.0138741300 
  26   35     0.0243917400 
  26   36    -0.0126189900 
  26   37     0.0428038600 
  26   38     0.1106867000 
  26   39     0.0093075500 
  26   40     0.0022647270 
  27   28     0.0032689940 
  27   29    -0.0182006000 
  27   30    -0.0113090600 
  27   31     0.0033612800 
  27   32     0.0271218400 
  27   33     0.0149731300 
  27   34    -0.0144203800 
  27   35    -0.0076866040 
  27   36     0.0083923300 
  27   37    -0.0830490900 
  27   38    -0.0460914000 
  27   39     0.0006509934 
  27   40    -0.0115065700 
  28   29    -0.0075246560 
  28   30    -0.0154977300 
  28   31     0.0195575800 
  28   32    -0.0227331100 
  28   33     0.0080973640 
  28   34    -0.0237298300 
  28   35    -0.0168821800 
  28   36     0.0120717300 
  28   37     0.0260015300 
  28   38     0.0906905500 
  28   39     0.0016451310 
  28   40    -0.0017727110 
  29   30    -0.0006511974 
  29   31     0.0021204410 
  29   32    -0.0066708410 
  29   33     0.0050411730 
  29   34    -0.0076180550 
  29   35    -0.0006264576 
  29   36     0.0054203040 
  29   37     0.0155786100 
  29   38     0.0108612700 
  29   39    -0.0008960270 
  29   40    -0.0033292610 
  30   31    -0.0031987440 
  30   32     0.0086841430 
  30   33    -0.0077176800 
  30   34     0.0133625000 
  30   35     0.0084164500 
  30   36    -0.0070221080 
  30   37    -0.0135276000 
  30   38    -0.0616567300 
  30   39    -0.0043993380 
  30   40     0.0010219240 
  31   32     0.0043050650 
  31   33    -0.0010920020 
  31   34     0.0012206710 
  31   35     0.0047356110 
  31   36    -0.0042324130 
  31   37    -0.0047935100 
  31   38    -0.0455069300 
  31   39    -0.0028362710 
  31   40     0.0025310250 
  32   33     0.0055934780 
  32   34    -0.0126112200 
  32   35    -0.0167789800 
  32   36     0.0133991600 
  32   37     0.0261657700 
  32   38    -0.0426133100 
  32   39     0.0105658500 
  32   40     0.0021082280 
  33   34    -0.0084847230 
  33   35    -0.0156684000 
  33   36    -0.0225663500 
  33   37     0.0220991300 
  33   38    -0.0075484580 
  33   39     0.0140374200 
  33   40     0.0001703385 
  34   35    -0.0072947740 
  34   36     0.0153676400 
  34   37    -0.0111209100 
  34   38    -0.0116329700 
  34   39     0.0112569300 
  34   40    -0.0026350540 
  35   36     0.0066703610 
  35   37     0.0085595050 
  35   38    -0.0168258900 
  35   39     0.0230658200 
  35   40     0.0043511890 
  36   37     0.0017026800 
  36   38    -0.0001831386 
  36   39     0.0172941500 
  36   40    -0.0025748150 
  37   38    -0.0069117620 
  37   39     0.0068002550 
  37   40    -0.0024126360 
  38   39    -0.0013068000 
  38   40    -0.0080924360 
  39   40    -0.0023565320 
