    0.995174     0.9358     0.0014413823 
    0.997981     1.1361     0.0000908462 
    0.992384     1.2325     0.0138964352 
    0.862210     1.7004     0.0023286148 
    0.958449     1.7408     0.0150549542 
    0.039193     1.8101     1.1735548503 
    0.258435     1.8174     0.0199347199 
    0.566226     1.8962     0.0004708733 
    0.260367     1.9122     0.0001638856 
    0.690672     1.9448     0.0062495899 
    0.976291     1.9733     0.0020406411 
    0.446330     1.9946     0.0025049890 
    0.628022     2.0030     0.0025653031 
    0.164731     2.0116     0.0032353615 
    0.117924     2.0669     0.0016341726 
    0.063498     2.0858     0.0056549692 
    0.180499     2.1146     0.0063670879 
    0.578129     2.1268     0.0000560636 
    0.972194     2.1458     0.0011987783 
    0.060934     2.1676     0.0015703348 
    0.306542     2.2002     0.0074172314 
    0.191057     2.2081     0.0085044480 
    0.360803     2.2328     0.0055243712 
    0.155134     2.2428     0.0015141396 
    0.116686     2.2767     0.0029557521 
    0.061834     2.3045     0.0038685304 
    0.033409     2.3415     0.0153018236 
    0.164758     2.3517     0.0007124706 
    0.121487     2.3647     0.0005012126 
    0.425539     2.3802     0.0004782348 
    0.336641     2.3948     0.0039452767 
    0.086105     2.4097     0.0063802244 
    0.012982     2.4431     0.0098220812 
    0.083920     2.4514     0.0013729573 
    0.021320     2.4783     0.0129181601 
    0.497971     2.4903     0.0013521684 
    0.097594     2.5119     0.0130712354 
    0.170125     2.5220     0.0009004867 
    0.084609     2.5596     0.0231200526 
    0.823674     2.5806     0.0031734800 
