          Ground-State Mulliken Net Atomic Charges
     32 C                     0.008545
     33 C                     0.091218
     34 C                     0.059511
     35 C                     0.008134
     36 C                     0.077632
     37 C                     0.080295
     38 C                     0.005827
     39 C                     0.050863
     40 C                     0.066547
     41 C                    -0.015428
     42 C                    -0.011584
     43 C                    -0.039935
     44 C                     0.019922
     45 C                    -0.029786
     46 C                     0.020632
     47 C                    -0.066229
     48 C                    -0.007608
     49 C                     0.018098
     50 C                    -0.063153
     51 C                     0.004576
     52 C                    -0.021992
     53 C                     0.007247
     54 C                     0.002979
     55 C                     0.034926
     56 C                     0.021697
     57 C                    -0.001640
     58 C                    -0.014482
     59 C                    -0.055332
     60 C                    -0.036030
     61 C                    -0.018577
     62 C                     0.021630
     63 C                     0.027195
     64 C                    -0.008227
     65 C                     0.025448
     66 C                    -0.010703
     67 C                     0.014502
     68 C                    -0.031935
     69 C                    -0.018364
     70 C                    -0.034488
     71 C                    -0.190521
     72 C                    -0.191877
     73 C                    -0.214337
     74 C                     0.043060
     75 C                     0.056016
     76 C                     0.032253
     77 C                    -0.243858
     78 C                    -0.172370
     79 C                    -0.182610
     80 C                    -0.240924
     81 C                     0.071809
     82 C                    -0.030630
     83 C                    -0.015834
     84 C                    -0.177151
     85 C                    -0.194325
     86 C                    -0.168966
     87 C                    -0.187848
     88 C                    -0.185021
     89 C                    -0.038579
     90 C                     0.138929
     91 C                    -0.253879
     92 C                    -0.223291
     93 C                     0.035525
     94 C                     0.030421
     95 C                    -0.252455
     96 C                    -0.197491
     97 C                     0.055400
     98 C                    -0.098055
     99 C                     0.027411
    100 C                     0.003713
    101 C                    -0.194456
    102 C                    -0.167690
    103 C                    -0.203936
    104 C                    -0.161737
    105 C                    -0.202150
    106 C                     0.076452
    107 C                    -0.265876
    108 C                    -0.172211
    109 C                    -0.190940
    110 C                    -0.249920
    111 C                     0.094139
    112 C                    -0.043237
    113 C                     0.019663
    114 C                    -0.213918
    115 C                    -0.175927
    116 C                    -0.179684
    117 C                    -0.172813
    118 C                    -0.212773
    119 C                     0.063917
    120 C                     0.106118
    121 C                    -0.283343
    122 C                    -0.246527
    123 C                     0.034767
    124 C                     0.050730
    125 C                    -0.228303
    126 C                    -0.235924
    127 C                     0.102787
    128 C                    -0.053872
    129 C                    -0.210521
    130 C                     0.137239
    131 C                     0.065348
    132 C                    -0.121852
    133 C                    -0.227893
    134 C                    -0.164198
    135 H                     0.176544
    136 H                     0.189990
    137 H                     0.195390
    138 H                     0.192420
    139 H                     0.181726
    140 H                     0.177322
    141 H                     0.190968
    142 H                     0.193915
    143 H                     0.179974
    144 H                     0.184302
    145 H                     0.187668
    146 H                     0.188903
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184072
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187510
    153 H                     0.167573
    154 H                     0.196394
    155 H                     0.183306
    156 H                     0.192952
    157 H                     0.180858
    158 H                     0.181583
    159 H                     0.192879
    160 H                     0.183164
    161 H                     0.188386
    162 H                     0.175445
    163 H                     0.188119
    164 H                     0.183744
    165 H                     0.200416
    166 H                     0.181296
    167 H                     0.206970
    168 H                     0.192480
    169 H                     0.190878
    170 H                     0.195670
  ----------------------------------------
 
         RPA Excited State 21:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.043504
      2 C                     0.005235
      3 C                    -0.084995
      4 C                    -0.008490
      5 C                     0.000471
      6 C                    -0.023359
      7 C                    -0.024309
      8 C                    -0.001730
      9 C                     0.001947
     10 C                    -0.049185
     11 C                    -0.045971
     12 C                     0.029933
     13 C                    -0.053659
     14 C                     0.000781
     15 C                    -0.028974
     16 C                    -0.034718
     17 C                    -0.009374
     18 C                     0.013127
     19 C                    -0.040023
     20 C                    -0.012072
     21 C                    -0.000626
     22 C                    -0.043469
     23 C                    -0.022154
     24 C                    -0.052568
     25 C                    -0.054194
     26 C                     0.007729
     27 C                    -0.038399
     28 C                    -0.011069
     29 C                    -0.068699
     30 C                    -0.044191
     31 C                     0.084343
     32 C                    -0.044884
     33 C                     0.084133
     34 C                     0.038401
     35 C                     0.006031
     36 C                     0.075442
     37 C                     0.069858
     38 C                    -0.012197
     39 C                     0.043988
     40 C                     0.026212
     41 C                    -0.025858
     42 C                    -0.036561
     43 C                    -0.069649
     44 C                    -0.031510
     45 C                    -0.038767
     46 C                     0.010941
     47 C                    -0.037184
     48 C                    -0.028418
     49 C                     0.011074
     50 C                    -0.053205
     51 C                     0.003127
     52 C                    -0.024002
     53 C                    -0.007848
     54 C                    -0.025261
     55 C                     0.013383
     56 C                     0.010899
     57 C                     0.001221
     58 C                    -0.040538
     59 C                    -0.042469
     60 C                    -0.032083
     61 C                    -0.053861
     62 C                    -0.005176
     63 C                     0.001036
     64 C                    -0.014552
     65 C                    -0.020116
     66 C                     0.001871
     67 C                     0.000298
     68 C                    -0.035966
     69 C                    -0.016461
     70 C                    -0.022776
     71 C                    -0.181383
     72 C                    -0.190910
     73 C                    -0.207870
     74 C                     0.047818
     75 C                     0.108501
     76 C                     0.041960
     77 C                    -0.223679
     78 C                    -0.156582
     79 C                    -0.167117
     80 C                    -0.219950
     81 C                     0.080323
     82 C                     0.024495
     83 C                    -0.014339
     84 C                    -0.174175
     85 C                    -0.193545
     86 C                    -0.167235
     87 C                    -0.187390
     88 C                    -0.181474
     89 C                    -0.033353
     90 C                     0.191291
     91 C                    -0.242953
     92 C                    -0.186169
     93 C                     0.060939
     94 C                     0.058641
     95 C                    -0.217055
     96 C                    -0.185775
     97 C                     0.103936
     98 C                    -0.093925
     99 C                     0.076552
    100 C                     0.007906
    101 C                    -0.188866
    102 C                    -0.167241
    103 C                    -0.197747
    104 C                    -0.160575
    105 C                    -0.196471
    106 C                     0.083855
    107 C                    -0.248405
    108 C                    -0.156042
    109 C                    -0.177847
    110 C                    -0.226744
    111 C                     0.100054
    112 C                     0.004101
    113 C                     0.022366
    114 C                    -0.209332
    115 C                    -0.175231
    116 C                    -0.176044
    117 C                    -0.172887
    118 C                    -0.207797
    119 C                     0.067288
    120 C                     0.152610
    121 C                    -0.272820
    122 C                    -0.206030
    123 C                     0.059314
    124 C                     0.079289
    125 C                    -0.194236
    126 C                    -0.224194
    127 C                     0.151998
    128 C                    -0.049897
    129 C                    -0.206522
    130 C                     0.139030
    131 C                     0.067664
    132 C                    -0.118976
    133 C                    -0.219831
    134 C                    -0.163858
    135 H                     0.176544
    136 H                     0.190099
    137 H                     0.195394
    138 H                     0.192679
    139 H                     0.181756
    140 H                     0.177342
    141 H                     0.191021
    142 H                     0.193990
    143 H                     0.180125
    144 H                     0.184304
    145 H                     0.187878
    146 H                     0.188993
    147 H                     0.195465
    148 H                     0.205284
    149 H                     0.184098
    150 H                     0.197154
    151 H                     0.193236
    152 H                     0.187712
    153 H                     0.167576
    154 H                     0.196519
    155 H                     0.183511
    156 H                     0.192999
    157 H                     0.181036
    158 H                     0.181596
    159 H                     0.192956
    160 H                     0.183200
    161 H                     0.188510
    162 H                     0.175329
    163 H                     0.188257
    164 H                     0.183807
    165 H                     0.200535
    166 H                     0.181305
    167 H                     0.206626
    168 H                     0.192573
    169 H                     0.190900
    170 H                     0.195830
  ----------------------------------------
 
         RPA Excited State 22:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.028924
      2 C                     0.001111
      3 C                    -0.052581
      4 C                    -0.020532
      5 C                     0.003775
      6 C                     0.006317
      7 C                    -0.030591
      8 C                    -0.010693
      9 C                     0.049035
     10 C                    -0.051702
     11 C                    -0.023933
     12 C                     0.027006
     13 C                    -0.013947
     14 C                     0.016639
     15 C                    -0.002062
     16 C                    -0.023374
     17 C                     0.000990
     18 C                     0.031660
     19 C                    -0.005306
     20 C                     0.030270
     21 C                     0.018022
     22 C                    -0.044373
     23 C                    -0.007533
     24 C                    -0.054971
     25 C                    -0.036873
     26 C                     0.016834
     27 C                    -0.057118
     28 C                    -0.006733
     29 C                    -0.086996
     30 C                    -0.054863
     31 C                     0.114099
     32 C                     0.028666
     33 C                     0.107986
     34 C                     0.063200
     35 C                     0.012686
     36 C                     0.084290
     37 C                     0.089334
     38 C                     0.012452
     39 C                     0.065730
     40 C                     0.070864
     41 C                    -0.028963
     42 C                    -0.045544
     43 C                    -0.077714
     44 C                    -0.024397
     45 C                    -0.022117
     46 C                     0.006104
     47 C                    -0.038003
     48 C                    -0.025314
     49 C                     0.030874
     50 C                    -0.050391
     51 C                     0.007779
     52 C                    -0.014760
     53 C                     0.003548
     54 C                     0.010160
     55 C                     0.043585
     56 C                     0.033936
     57 C                     0.014597
     58 C                    -0.040592
     59 C                    -0.036601
     60 C                    -0.003587
     61 C                     0.003068
     62 C                     0.042148
     63 C                     0.030450
     64 C                     0.011322
     65 C                    -0.008158
     66 C                     0.001750
     67 C                    -0.004501
     68 C                    -0.004251
     69 C                    -0.016877
     70 C                    -0.027631
     71 C                    -0.190550
     72 C                    -0.191935
     73 C                    -0.214312
     74 C                     0.043000
     75 C                     0.056248
     76 C                     0.032303
     77 C                    -0.243730
     78 C                    -0.172189
     79 C                    -0.182584
     80 C                    -0.240716
     81 C                     0.071853
     82 C                    -0.030237
     83 C                    -0.015809
     84 C                    -0.177117
     85 C                    -0.194320
     86 C                    -0.168940
     87 C                    -0.187835
     88 C                    -0.184990
     89 C                    -0.038291
     90 C                     0.138763
     91 C                    -0.253854
     92 C                    -0.223413
     93 C                     0.035424
     94 C                     0.030243
     95 C                    -0.252452
     96 C                    -0.197557
     97 C                     0.055288
     98 C                    -0.098075
     99 C                     0.027530
    100 C                     0.003718
    101 C                    -0.194444
    102 C                    -0.167690
    103 C                    -0.203923
    104 C                    -0.161737
    105 C                    -0.202136
    106 C                     0.076481
    107 C                    -0.265831
    108 C                    -0.172129
    109 C                    -0.190920
    110 C                    -0.249833
    111 C                     0.094163
    112 C                    -0.043067
    113 C                     0.019532
    114 C                    -0.213769
    115 C                    -0.176030
    116 C                    -0.179757
    117 C                    -0.172592
    118 C                    -0.212637
    119 C                     0.063575
    120 C                     0.106475
    121 C                    -0.283338
    122 C                    -0.246322
    123 C                     0.034999
    124 C                     0.050876
    125 C                    -0.227984
    126 C                    -0.235874
    127 C                     0.103055
    128 C                    -0.054198
    129 C                    -0.210566
    130 C                     0.137177
    131 C                     0.065235
    132 C                    -0.121894
    133 C                    -0.227877
    134 C                    -0.164235
    135 H                     0.176522
    136 H                     0.189990
    137 H                     0.195389
    138 H                     0.192421
    139 H                     0.181726
    140 H                     0.177323
    141 H                     0.190968
    142 H                     0.193915
    143 H                     0.179975
    144 H                     0.184302
    145 H                     0.187670
    146 H                     0.188904
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184072
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187510
    153 H                     0.167573
    154 H                     0.196394
    155 H                     0.183306
    156 H                     0.192953
    157 H                     0.180858
    158 H                     0.181583
    159 H                     0.192879
    160 H                     0.183163
    161 H                     0.188384
    162 H                     0.175312
    163 H                     0.188175
    164 H                     0.183744
    165 H                     0.200416
    166 H                     0.181411
    167 H                     0.207035
    168 H                     0.192545
    169 H                     0.190878
    170 H                     0.195672
  ----------------------------------------
 
         RPA Excited State 23:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.030107
      2 C                    -0.009837
      3 C                    -0.072472
      4 C                    -0.005781
      5 C                    -0.019542
      6 C                    -0.021551
      7 C                    -0.008926
      8 C                    -0.000368
      9 C                     0.034618
     10 C                    -0.053503
     11 C                    -0.023271
     12 C                     0.036309
     13 C                    -0.021556
     14 C                     0.014647
     15 C                    -0.036272
     16 C                    -0.043444
     17 C                    -0.012869
     18 C                     0.022214
     19 C                    -0.036939
     20 C                    -0.005855
     21 C                    -0.025499
     22 C                    -0.054775
     23 C                    -0.040666
     24 C                    -0.049395
     25 C                    -0.059054
     26 C                    -0.000706
     27 C                    -0.045308
     28 C                    -0.005920
     29 C                    -0.060603
     30 C                    -0.041469
     31 C                     0.092577
     32 C                     0.000184
     33 C                     0.087890
     34 C                     0.059619
     35 C                     0.008476
     36 C                     0.077382
     37 C                     0.076707
     38 C                     0.002456
     39 C                     0.050766
     40 C                     0.064400
     41 C                    -0.028605
     42 C                    -0.032161
     43 C                    -0.067575
     44 C                    -0.052503
     45 C                    -0.051180
     46 C                    -0.016722
     47 C                    -0.038318
     48 C                    -0.032453
     49 C                    -0.003166
     50 C                    -0.059519
     51 C                    -0.005213
     52 C                    -0.024435
     53 C                    -0.010596
     54 C                    -0.026570
     55 C                     0.027720
     56 C                     0.007762
     57 C                    -0.003812
     58 C                    -0.024425
     59 C                    -0.039616
     60 C                    -0.010708
     61 C                    -0.032410
     62 C                     0.002850
     63 C                    -0.013861
     64 C                    -0.013230
     65 C                    -0.017905
     66 C                    -0.001949
     67 C                    -0.019544
     68 C                    -0.048609
     69 C                    -0.046709
     70 C                    -0.023689
     71 C                    -0.189066
     72 C                    -0.191702
     73 C                    -0.213394
     74 C                     0.044389
     75 C                     0.062245
     76 C                     0.064693
     77 C                    -0.241147
     78 C                    -0.146825
     79 C                    -0.168173
     80 C                    -0.233026
     81 C                     0.097426
     82 C                    -0.009145
     83 C                    -0.013922
     84 C                    -0.175267
     85 C                    -0.194112
     86 C                    -0.167078
     87 C                    -0.187297
     88 C                    -0.183056
     89 C                     0.021939
     90 C                     0.175329
     91 C                    -0.241280
     92 C                    -0.208843
     93 C                     0.074504
     94 C                     0.048802
     95 C                    -0.240659
     96 C                    -0.193590
     97 C                     0.077776
     98 C                    -0.078595
     99 C                     0.031996
    100 C                     0.004414
    101 C                    -0.193823
    102 C                    -0.167563
    103 C                    -0.203306
    104 C                    -0.161514
    105 C                    -0.201646
    106 C                     0.094663
    107 C                    -0.263231
    108 C                    -0.147338
    109 C                    -0.184299
    110 C                    -0.237208
    111 C                     0.112351
    112 C                    -0.020365
    113 C                     0.026469
    114 C                    -0.209614
    115 C                    -0.174740
    116 C                    -0.173609
    117 C                    -0.172443
    118 C                    -0.207707
    119 C                     0.121895
    120 C                     0.124228
    121 C                    -0.266371
    122 C                    -0.243851
    123 C                     0.060842
    124 C                     0.068370
    125 C                    -0.221104
    126 C                    -0.231239
    127 C                     0.119947
    128 C                    -0.007433
    129 C                    -0.157711
    130 C                     0.158260
    131 C                     0.100705
    132 C                    -0.097576
    133 C                    -0.226748
    134 C                    -0.164135
    135 H                     0.176460
    136 H                     0.190003
    137 H                     0.195415
    138 H                     0.192476
    139 H                     0.181786
    140 H                     0.177375
    141 H                     0.191005
    142 H                     0.193944
    143 H                     0.180046
    144 H                     0.184314
    145 H                     0.187785
    146 H                     0.188974
    147 H                     0.195490
    148 H                     0.205274
    149 H                     0.184077
    150 H                     0.197128
    151 H                     0.193162
    152 H                     0.187531
    153 H                     0.167572
    154 H                     0.196407
    155 H                     0.183327
    156 H                     0.192958
    157 H                     0.180925
    158 H                     0.181585
    159 H                     0.192954
    160 H                     0.183238
    161 H                     0.188445
    162 H                     0.175421
    163 H                     0.188262
    164 H                     0.183763
    165 H                     0.200504
    166 H                     0.180531
    167 H                     0.206888
    168 H                     0.192520
    169 H                     0.190875
    170 H                     0.195683
  ----------------------------------------
 
         RPA Excited State 24:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.030013
      2 C                     0.013737
      3 C                    -0.042388
      4 C                    -0.023315
      5 C                     0.009458
      6 C                    -0.001480
      7 C                    -0.007611
      8 C                     0.013155
      9 C                     0.074432
     10 C                    -0.034843
     11 C                    -0.021150
     12 C                     0.031828
     13 C                    -0.031464
     14 C                     0.015399
     15 C                    -0.019026
     16 C                    -0.037734
     17 C                    -0.031911
     18 C                     0.031626
     19 C                    -0.001020
     20 C                     0.031023
     21 C                     0.032621
     22 C                    -0.035993
     23 C                     0.015770
     24 C                    -0.049681
     25 C                    -0.071623
     26 C                     0.001278
     27 C                    -0.036370
     28 C                    -0.017251
     29 C                    -0.038192
     30 C                    -0.032482
     31 C                     0.099954
     32 C                     0.006139
     33 C                     0.089904
     34 C                     0.065510
     35 C                     0.011457
     36 C                     0.082237
     37 C                     0.078226
     38 C                     0.005072
     39 C                     0.056252
     40 C                     0.070039
     41 C                    -0.023954
     42 C                    -0.022791
     43 C                    -0.062369
     44 C                    -0.003036
     45 C                    -0.053771
     46 C                     0.056248
     47 C                    -0.035847
     48 C                    -0.027582
     49 C                     0.007751
     50 C                    -0.064092
     51 C                     0.011456
     52 C                    -0.031957
     53 C                     0.014697
     54 C                     0.018509
     55 C                     0.028531
     56 C                     0.015625
     57 C                     0.000308
     58 C                    -0.025687
     59 C                    -0.033689
     60 C                    -0.022471
     61 C                    -0.004965
     62 C                     0.004170
     63 C                     0.024587
     64 C                     0.005467
     65 C                    -0.002573
     66 C                     0.011002
     67 C                    -0.001701
     68 C                    -0.019741
     69 C                    -0.012629
     70 C                    -0.041902
     71 C                    -0.190298
     72 C                    -0.191799
     73 C                    -0.214252
     74 C                     0.043165
     75 C                     0.056622
     76 C                     0.033716
     77 C                    -0.243518
     78 C                    -0.171240
     79 C                    -0.181769
     80 C                    -0.240481
     81 C                     0.073032
     82 C                    -0.029649
     83 C                    -0.015738
     84 C                    -0.177053
     85 C                    -0.194316
     86 C                    -0.168873
     87 C                    -0.187812
     88 C                    -0.184926
     89 C                    -0.035780
     90 C                     0.139177
     91 C                    -0.253769
     92 C                    -0.223438
     93 C                     0.036124
     94 C                     0.030757
     95 C                    -0.252800
     96 C                    -0.197347
     97 C                     0.055275
     98 C                    -0.096488
     99 C                     0.028054
    100 C                     0.003845
    101 C                    -0.194348
    102 C                    -0.167673
    103 C                    -0.203803
    104 C                    -0.161714
    105 C                    -0.202055
    106 C                     0.077168
    107 C                    -0.265554
    108 C                    -0.171356
    109 C                    -0.190404
    110 C                    -0.249458
    111 C                     0.094934
    112 C                    -0.042560
    113 C                     0.019235
    114 C                    -0.214186
    115 C                    -0.176039
    116 C                    -0.180126
    117 C                    -0.173087
    118 C                    -0.212481
    119 C                     0.065205
    120 C                     0.106811
    121 C                    -0.282918
    122 C                    -0.246504
    123 C                     0.035807
    124 C                     0.051811
    125 C                    -0.228065
    126 C                    -0.235659
    127 C                     0.103440
    128 C                    -0.052104
    129 C                    -0.208100
    130 C                     0.138046
    131 C                     0.066754
    132 C                    -0.120779
    133 C                    -0.227805
    134 C                    -0.164124
    135 H                     0.176635
    136 H                     0.189991
    137 H                     0.195396
    138 H                     0.192424
    139 H                     0.181729
    140 H                     0.177325
    141 H                     0.190969
    142 H                     0.193916
    143 H                     0.179978
    144 H                     0.184303
    145 H                     0.187674
    146 H                     0.188907
    147 H                     0.195433
    148 H                     0.205281
    149 H                     0.184073
    150 H                     0.197123
    151 H                     0.193159
    152 H                     0.187513
    153 H                     0.167573
    154 H                     0.196396
    155 H                     0.183310
    156 H                     0.192954
    157 H                     0.180859
    158 H                     0.181584
    159 H                     0.192878
    160 H                     0.183165
    161 H                     0.188384
    162 H                     0.175401
    163 H                     0.188143
    164 H                     0.183744
    165 H                     0.200352
    166 H                     0.181431
    167 H                     0.207070
    168 H                     0.192479
    169 H                     0.190881
    170 H                     0.195676
  ----------------------------------------
 
         RPA Excited State 25:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.016822
      2 C                     0.015774
      3 C                    -0.036958
      4 C                    -0.001798
      5 C                     0.015960
      6 C                    -0.007082
      7 C                    -0.007725
      8 C                     0.001960
      9 C                     0.050104
     10 C                    -0.036777
     11 C                    -0.016511
     12 C                     0.038632
     13 C                    -0.017534
     14 C                     0.019462
     15 C                    -0.017151
     16 C                    -0.029497
     17 C                    -0.006776
     18 C                     0.025742
     19 C                    -0.013365
     20 C                     0.019625
     21 C                     0.000121
     22 C                    -0.042246
     23 C                    -0.009879
     24 C                    -0.048047
     25 C                    -0.052921
     26 C                     0.009220
     27 C                    -0.036227
     28 C                     0.000695
     29 C                    -0.056393
     30 C                    -0.030100
     31 C                     0.092990
     32 C                     0.002168
     33 C                     0.087010
     34 C                     0.059049
     35 C                     0.007165
     36 C                     0.076956
     37 C                     0.077221
     38 C                     0.002170
     39 C                     0.049943
     40 C                     0.065787
     41 C                    -0.014982
     42 C                    -0.029399
     43 C                    -0.064979
     44 C                    -0.025373
     45 C                    -0.037275
     46 C                     0.011206
     47 C                    -0.031693
     48 C                    -0.023588
     49 C                     0.012923
     50 C                    -0.052474
     51 C                     0.005830
     52 C                    -0.016451
     53 C                     0.009186
     54 C                     0.001427
     55 C                     0.029606
     56 C                     0.012622
     57 C                     0.006336
     58 C                    -0.015058
     59 C                    -0.027119
     60 C                    -0.004482
     61 C                    -0.006487
     62 C                     0.003079
     63 C                     0.012334
     64 C                    -0.007904
     65 C                    -0.003991
     66 C                     0.011832
     67 C                     0.010948
     68 C                    -0.007375
     69 C                    -0.004058
     70 C                    -0.020097
     71 C                    -0.174790
     72 C                    -0.189540
     73 C                    -0.206059
     74 C                     0.056231
     75 C                     0.105614
     76 C                     0.027506
     77 C                    -0.214830
     78 C                    -0.177777
     79 C                    -0.154434
     80 C                    -0.231748
     81 C                     0.080978
     82 C                    -0.032693
     83 C                    -0.014967
     84 C                    -0.177056
     85 C                    -0.194228
     86 C                    -0.168611
     87 C                    -0.187820
     88 C                    -0.184237
     89 C                    -0.051776
     90 C                     0.084755
     91 C                    -0.281176
     92 C                    -0.256726
     93 C                    -0.012256
     94 C                     0.039750
     95 C                    -0.300900
     96 C                    -0.184089
     97 C                     0.013201
     98 C                    -0.043518
     99 C                     0.077205
    100 C                     0.014676
    101 C                    -0.185300
    102 C                    -0.166450
    103 C                    -0.193025
    104 C                    -0.159778
    105 C                    -0.194558
    106 C                     0.071291
    107 C                    -0.239940
    108 C                    -0.178424
    109 C                    -0.169233
    110 C                    -0.240079
    111 C                     0.097426
    112 C                    -0.045802
    113 C                     0.020792
    114 C                    -0.213305
    115 C                    -0.175870
    116 C                    -0.178836
    117 C                    -0.172887
    118 C                    -0.211510
    119 C                     0.049542
    120 C                     0.059161
    121 C                    -0.302217
    122 C                    -0.287386
    123 C                     0.002411
    124 C                     0.057947
    125 C                    -0.278071
    126 C                    -0.222027
    127 C                     0.059980
    128 C                     0.019137
    129 C                    -0.181972
    130 C                     0.149024
    131 C                     0.081603
    132 C                    -0.108441
    133 C                    -0.215031
    134 C                    -0.162828
    135 H                     0.176570
    136 H                     0.190116
    137 H                     0.195421
    138 H                     0.192523
    139 H                     0.181852
    140 H                     0.177320
    141 H                     0.190952
    142 H                     0.193926
    143 H                     0.179992
    144 H                     0.184303
    145 H                     0.187693
    146 H                     0.188941
    147 H                     0.195262
    148 H                     0.205134
    149 H                     0.184157
    150 H                     0.197149
    151 H                     0.193026
    152 H                     0.187739
    153 H                     0.167562
    154 H                     0.196515
    155 H                     0.183601
    156 H                     0.193061
    157 H                     0.180915
    158 H                     0.181619
    159 H                     0.192907
    160 H                     0.183171
    161 H                     0.188381
    162 H                     0.175470
    163 H                     0.188193
    164 H                     0.183774
    165 H                     0.200404
    166 H                     0.181483
    167 H                     0.207113
    168 H                     0.192499
    169 H                     0.190884
    170 H                     0.195854
  ----------------------------------------
 
         RPA Excited State 26:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.028682
      2 C                     0.010889
      3 C                    -0.037693
      4 C                    -0.010409
      5 C                     0.022336
      6 C                    -0.008467
      7 C                    -0.010175
      8 C                     0.002116
      9 C                     0.054373
     10 C                    -0.042825
     11 C                    -0.017105
     12 C                     0.037113
     13 C                    -0.025570
     14 C                     0.000244
     15 C                    -0.015258
     16 C                    -0.056982
     17 C                    -0.039894
     18 C                     0.023661
     19 C                    -0.008356
     20 C                     0.012344
     21 C                     0.025931
     22 C                    -0.080907
     23 C                    -0.007101
     24 C                    -0.036220
     25 C                    -0.057212
     26 C                     0.000229
     27 C                    -0.043736
     28 C                     0.003005
     29 C                    -0.047787
     30 C                    -0.026009
     31 C                     0.107724
     32 C                     0.033158
     33 C                     0.113788
     34 C                     0.067592
     35 C                     0.017189
     36 C                     0.106348
     37 C                     0.087870
     38 C                     0.043006
     39 C                     0.065706
     40 C                     0.072567
     41 C                     0.002206
     42 C                    -0.022591
     43 C                    -0.059845
     44 C                    -0.013976
     45 C                    -0.036299
     46 C                     0.010189
     47 C                    -0.066154
     48 C                     0.008615
     49 C                     0.013504
     50 C                    -0.062479
     51 C                    -0.016216
     52 C                    -0.026085
     53 C                     0.011577
     54 C                    -0.002554
     55 C                     0.026913
     56 C                     0.015031
     57 C                     0.003080
     58 C                    -0.007718
     59 C                    -0.050430
     60 C                    -0.031088
     61 C                     0.003325
     62 C                     0.019054
     63 C                     0.020966
     64 C                    -0.009048
     65 C                    -0.001816
     66 C                     0.005584
     67 C                     0.006373
     68 C                    -0.003784
     69 C                    -0.001261
     70 C                    -0.028463
     71 C                    -0.190616
     72 C                    -0.191996
     73 C                    -0.214351
     74 C                     0.042923
     75 C                     0.056129
     76 C                     0.032207
     77 C                    -0.243763
     78 C                    -0.172467
     79 C                    -0.182515
     80 C                    -0.240924
     81 C                     0.071785
     82 C                    -0.030714
     83 C                    -0.015840
     84 C                    -0.177156
     85 C                    -0.194326
     86 C                    -0.168972
     87 C                    -0.187848
     88 C                    -0.185028
     89 C                    -0.038758
     90 C                     0.138513
     91 C                    -0.253980
     92 C                    -0.223522
     93 C                     0.035179
     94 C                     0.030299
     95 C                    -0.252619
     96 C                    -0.197498
     97 C                     0.055152
     98 C                    -0.097881
     99 C                     0.027551
    100 C                     0.003743
    101 C                    -0.194435
    102 C                    -0.167688
    103 C                    -0.203903
    104 C                    -0.161734
    105 C                    -0.202126
    106 C                     0.076381
    107 C                    -0.265793
    108 C                    -0.172355
    109 C                    -0.190863
    110 C                    -0.249965
    111 C                     0.094083
    112 C                    -0.043373
    113 C                     0.019476
    114 C                    -0.214060
    115 C                    -0.175933
    116 C                    -0.179854
    117 C                    -0.172853
    118 C                    -0.212776
    119 C                     0.063402
    120 C                     0.106094
    121 C                    -0.283486
    122 C                    -0.246369
    123 C                     0.034701
    124 C                     0.050776
    125 C                    -0.228275
    126 C                    -0.235849
    127 C                     0.102812
    128 C                    -0.054121
    129 C                    -0.210735
    130 C                     0.137186
    131 C                     0.065158
    132 C                    -0.121871
    133 C                    -0.227898
    134 C                    -0.164211
    135 H                     0.176583
    136 H                     0.189989
    137 H                     0.195392
    138 H                     0.192420
    139 H                     0.181726
    140 H                     0.177322
    141 H                     0.190967
    142 H                     0.193915
    143 H                     0.179974
