          Ground-State Mulliken Net Atomic Charges
     59 C                     0.008822
     60 C                     0.037642
     61 C                    -0.020519
     62 C                    -0.022183
     63 C                    -0.051641
     64 C                    -0.011680
     65 C                    -0.036310
     66 C                    -0.007304
     67 C                    -0.042185
     68 C                    -0.030248
     69 C                    -0.030288
     70 C                    -0.014994
     71 C                    -0.163172
     72 C                    -0.197736
     73 C                    -0.175208
     74 C                     0.006389
     75 C                    -0.036955
     76 C                     0.110171
     77 C                    -0.229961
     78 C                    -0.178395
     79 C                    -0.134622
     80 C                    -0.272976
     81 C                     0.061539
     82 C                     0.103375
     83 C                    -0.016694
     84 C                    -0.172222
     85 C                    -0.189760
     86 C                    -0.155629
     87 C                    -0.185123
     88 C                    -0.196947
     89 C                    -0.062548
     90 C                     0.131466
     91 C                    -0.217703
     92 C                    -0.225034
     93 C                     0.076676
     94 C                     0.060451
     95 C                    -0.225610
     96 C                    -0.209028
     97 C                     0.107108
     98 C                    -0.024629
     99 C                     0.089102
    100 C                    -0.005612
    101 C                    -0.189434
    102 C                    -0.199523
    103 C                    -0.168417
    104 C                    -0.185533
    105 C                    -0.179684
    106 C                     0.053451
    107 C                    -0.269791
    108 C                    -0.181025
    109 C                    -0.165599
    110 C                    -0.232012
    111 C                     0.137050
    112 C                    -0.057238
    113 C                    -0.004804
    114 C                    -0.187801
    115 C                    -0.179952
    116 C                    -0.182165
    117 C                    -0.174193
    118 C                    -0.221209
    119 C                     0.057849
    120 C                     0.166707
    121 C                    -0.241076
    122 C                    -0.236125
    123 C                     0.042757
    124 C                     0.124064
    125 C                    -0.230603
    126 C                    -0.207034
    127 C                     0.160085
    128 C                     0.046577
    129 C                    -0.079707
    130 C                     0.017603
    131 C                     0.135475
    132 C                    -0.133114
    133 C                    -0.170202
    134 C                    -0.204538
    135 H                     0.190272
    136 H                     0.182233
    137 H                     0.193569
    138 H                     0.200270
    139 H                     0.171108
    140 H                     0.185367
    141 H                     0.182062
    142 H                     0.193769
    143 H                     0.178857
    144 H                     0.184222
    145 H                     0.179095
    146 H                     0.195535
    147 H                     0.204068
    148 H                     0.188629
    149 H                     0.188891
    150 H                     0.204319
    151 H                     0.193089
    152 H                     0.184689
    153 H                     0.189891
    154 H                     0.182996
    155 H                     0.192086
    156 H                     0.196960
    157 H                     0.174111
    158 H                     0.190168
    159 H                     0.192813
    160 H                     0.189243
    161 H                     0.193713
    162 H                     0.180110
    163 H                     0.187318
    164 H                     0.194970
    165 H                     0.197075
    166 H                     0.193669
    167 H                     0.183709
    168 H                     0.214249
    169 H                     0.190169
    170 H                     0.181275
  ----------------------------------------
 
         RPA Excited State 19:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.024296
      2 C                     0.047444
      3 C                    -0.047353
      4 C                    -0.021895
      5 C                     0.005613
      6 C                     0.003894
      7 C                    -0.011230
      8 C                    -0.045955
      9 C                     0.026789
     10 C                    -0.023668
     11 C                    -0.035682
     12 C                    -0.003196
     13 C                     0.017471
     14 C                     0.026436
     15 C                     0.058929
     16 C                     0.010177
     17 C                    -0.061219
     18 C                     0.016035
     19 C                     0.003685
     20 C                    -0.040239
     21 C                    -0.006351
     22 C                    -0.055096
     23 C                    -0.002255
     24 C                     0.019715
     25 C                    -0.048177
     26 C                     0.034261
     27 C                    -0.020927
     28 C                    -0.022356
     29 C                    -0.031895
     30 C                    -0.021184
     31 C                    -0.007700
     32 C                     0.112263
     33 C                     0.004863
     34 C                     0.121057
     35 C                     0.013575
     36 C                     0.102363
     37 C                     0.069260
     38 C                     0.017127
     39 C                     0.065401
     40 C                     0.027436
     41 C                     0.015945
     42 C                    -0.066718
     43 C                    -0.024700
     44 C                     0.002143
     45 C                    -0.071258
     46 C                    -0.007439
     47 C                    -0.023173
     48 C                    -0.037880
     49 C                    -0.007112
     50 C                    -0.061280
     51 C                     0.035776
     52 C                    -0.006991
     53 C                     0.023603
     54 C                     0.042567
     55 C                    -0.036050
     56 C                    -0.017890
     57 C                    -0.002708
     58 C                     0.000095
     59 C                     0.019821
     60 C                     0.033234
     61 C                    -0.004649
     62 C                     0.001520
     63 C                    -0.028654
     64 C                    -0.017613
     65 C                     0.007673
     66 C                    -0.019747
     67 C                    -0.013813
     68 C                    -0.017863
     69 C                    -0.005957
     70 C                    -0.018978
     71 C                    -0.165432
     72 C                    -0.198086
     73 C                    -0.177502
     74 C                     0.004313
     75 C                    -0.053893
     76 C                     0.080207
     77 C                    -0.236578
     78 C                    -0.197916
     79 C                    -0.159276
     80 C                    -0.276739
     81 C                     0.031342
     82 C                     0.094283
     83 C                    -0.018104
     84 C                    -0.173482
     85 C                    -0.190006
     86 C                    -0.157063
     87 C                    -0.185200
     88 C                    -0.198399
     89 C                    -0.119310
     90 C                     0.109349
     91 C                    -0.221664
     92 C                    -0.238579
     93 C                     0.052726
     94 C                     0.029559
     95 C                    -0.236947
     96 C                    -0.219576
     97 C                     0.079108
     98 C                    -0.071617
     99 C                     0.072224
    100 C                    -0.009160
    101 C                    -0.191409
    102 C                    -0.200638
    103 C                    -0.172828
    104 C                    -0.185861
    105 C                    -0.183983
    106 C                     0.036698
    107 C                    -0.274355
    108 C                    -0.194977
    109 C                    -0.186049
    110 C                    -0.233742
    111 C                     0.112237
    112 C                    -0.061807
    113 C                    -0.005100
    114 C                    -0.188028
    115 C                    -0.179869
    116 C                    -0.182453
    117 C                    -0.174299
    118 C                    -0.221275
    119 C                     0.027616
    120 C                     0.141540
    121 C                    -0.245270
    122 C                    -0.255030
    123 C                     0.020060
    124 C                     0.081673
    125 C                    -0.246211
    126 C                    -0.217106
    127 C                     0.125158
    128 C                    -0.010560
    129 C                    -0.125023
    130 C                    -0.009779
    131 C                     0.108005
    132 C                    -0.168288
    133 C                    -0.171274
    134 C                    -0.204898
    135 H                     0.190252
    136 H                     0.182173
    137 H                     0.193841
    138 H                     0.200186
    139 H                     0.170948
    140 H                     0.185366
    141 H                     0.181918
    142 H                     0.193736
    143 H                     0.178796
    144 H                     0.184221
    145 H                     0.179111
    146 H                     0.195380
    147 H                     0.204064
    148 H                     0.188601
    149 H                     0.188875
    150 H                     0.204289
    151 H                     0.193025
    152 H                     0.184647
    153 H                     0.189882
    154 H                     0.182914
    155 H                     0.192081
    156 H                     0.196963
    157 H                     0.174108
    158 H                     0.190173
    159 H                     0.192799
    160 H                     0.189064
    161 H                     0.193694
    162 H                     0.180106
    163 H                     0.187302
    164 H                     0.194966
    165 H                     0.197085
    166 H                     0.193650
    167 H                     0.183679
    168 H                     0.214236
    169 H                     0.190152
    170 H                     0.181239
  ----------------------------------------
 
         RPA Excited State 20:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.039479
      2 C                     0.037375
      3 C                    -0.032139
      4 C                    -0.032936
      5 C                     0.005332
      6 C                    -0.031933
      7 C                    -0.000238
      8 C                    -0.045070
      9 C                     0.036740
     10 C                    -0.035749
     11 C                    -0.036861
     12 C                    -0.022536
     13 C                     0.011138
     14 C                     0.018011
     15 C                     0.056214
     16 C                    -0.021746
     17 C                    -0.079385
     18 C                     0.023867
     19 C                    -0.010330
     20 C                    -0.064420
     21 C                    -0.003314
     22 C                    -0.056508
     23 C                    -0.038570
     24 C                     0.013920
     25 C                    -0.042010
     26 C                     0.005731
     27 C                    -0.021034
     28 C                    -0.037392
     29 C                    -0.013554
     30 C                     0.001633
     31 C                    -0.021894
     32 C                     0.107743
     33 C                     0.000546
     34 C                     0.110565
     35 C                     0.010358
     36 C                     0.090149
     37 C                     0.067149
     38 C                     0.011340
     39 C                     0.056852
     40 C                     0.022562
     41 C                     0.014069
     42 C                    -0.037663
     43 C                    -0.030596
     44 C                    -0.044860
     45 C                    -0.075360
     46 C                    -0.007027
     47 C                    -0.025578
     48 C                    -0.043867
     49 C                    -0.021387
     50 C                    -0.056166
     51 C                     0.008376
     52 C                    -0.028051
     53 C                     0.024319
     54 C                     0.040295
     55 C                    -0.023412
     56 C                    -0.037802
     57 C                    -0.032621
     58 C                    -0.001719
     59 C                     0.006719
     60 C                     0.035396
     61 C                    -0.003260
     62 C                    -0.031432
     63 C                    -0.030136
     64 C                    -0.010688
     65 C                    -0.036436
     66 C                    -0.016105
     67 C                    -0.033238
     68 C                    -0.005855
     69 C                    -0.006366
     70 C                    -0.033340
     71 C                    -0.163431
     72 C                    -0.197848
     73 C                    -0.175061
     74 C                     0.005670
     75 C                    -0.030635
     76 C                     0.084726
     77 C                    -0.224934
     78 C                    -0.191327
     79 C                    -0.150426
     80 C                    -0.267499
     81 C                     0.035712
     82 C                     0.114920
     83 C                    -0.016443
     84 C                    -0.170681
     85 C                    -0.189652
     86 C                    -0.154017
     87 C                    -0.185072
     88 C                    -0.194999
     89 C                    -0.116723
     90 C                     0.131678
     91 C                    -0.217382
     92 C                    -0.221629
     93 C                     0.065951
     94 C                     0.044378
     95 C                    -0.220783
     96 C                    -0.213371
     97 C                     0.102128
     98 C                    -0.059672
     99 C                     0.098734
    100 C                    -0.006615
    101 C                    -0.188675
    102 C                    -0.199651
    103 C                    -0.168614
    104 C                    -0.185467
    105 C                    -0.179553
    106 C                     0.042092
    107 C                    -0.263774
    108 C                    -0.187015
    109 C                    -0.176598
    110 C                    -0.225166
    111 C                     0.117518
    112 C                    -0.042600
    113 C                    -0.004319
    114 C                    -0.187139
    115 C                    -0.179796
    116 C                    -0.181724
    117 C                    -0.174221
    118 C                    -0.220402
    119 C                     0.030442
    120 C                     0.165835
    121 C                    -0.241493
    122 C                    -0.230392
    123 C                     0.034304
    124 C                     0.098977
    125 C                    -0.227648
    126 C                    -0.212226
    127 C                     0.147271
    128 C                    -0.004145
    129 C                    -0.123541
    130 C                    -0.004382
    131 C                     0.111128
    132 C                    -0.161413
    133 C                    -0.169983
    134 C                    -0.204534
    135 H                     0.190254
    136 H                     0.182233
    137 H                     0.193952
    138 H                     0.200246
    139 H                     0.170971
    140 H                     0.185368
    141 H                     0.181976
    142 H                     0.193762
    143 H                     0.178875
    144 H                     0.184222
    145 H                     0.179138
    146 H                     0.195549
    147 H                     0.204102
    148 H                     0.188609
    149 H                     0.188889
    150 H                     0.204322
    151 H                     0.193081
    152 H                     0.184721
    153 H                     0.189886
    154 H                     0.183015
    155 H                     0.192103
    156 H                     0.196971
    157 H                     0.174128
    158 H                     0.190178
    159 H                     0.192816
    160 H                     0.189138
    161 H                     0.193732
    162 H                     0.180106
    163 H                     0.187359
    164 H                     0.194973
    165 H                     0.197087
    166 H                     0.193665
    167 H                     0.183694
    168 H                     0.214267
    169 H                     0.190204
    170 H                     0.181280
  ----------------------------------------
 
         RPA Excited State 21:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.039007
      2 C                     0.037634
      3 C                    -0.032011
      4 C                    -0.032938
      5 C                     0.007533
      6 C                    -0.032779
      7 C                     0.001950
      8 C                    -0.043895
      9 C                     0.037936
     10 C                    -0.036641
     11 C                    -0.035244
     12 C                    -0.026168
     13 C                     0.011051
     14 C                     0.016119
     15 C                     0.061232
     16 C                    -0.025535
     17 C                    -0.082231
     18 C                     0.021768
     19 C                    -0.006375
     20 C                    -0.060259
     21 C                    -0.000487
     22 C                    -0.057633
     23 C                    -0.035408
     24 C                     0.017983
     25 C                    -0.041064
     26 C                     0.008458
     27 C                    -0.020912
     28 C                    -0.039019
     29 C                    -0.009924
     30 C                     0.003074
     31 C                    -0.024896
     32 C                     0.108044
     33 C                    -0.000302
     34 C                     0.108909
     35 C                     0.010740
     36 C                     0.086576
     37 C                     0.067588
     38 C                     0.010250
     39 C                     0.056083
     40 C                     0.022325
     41 C                     0.014908
     42 C                    -0.033358
     43 C                    -0.027934
     44 C                    -0.039852
     45 C                    -0.075209
     46 C                    -0.007638
     47 C                    -0.027725
     48 C                    -0.043482
     49 C                    -0.017435
     50 C                    -0.056593
     51 C                     0.007175
     52 C                    -0.031372
     53 C                     0.024166
     54 C                     0.041352
     55 C                    -0.021701
     56 C                    -0.037944
     57 C                    -0.035658
     58 C                    -0.000491
     59 C                     0.004642
     60 C                     0.034618
     61 C                    -0.003511
     62 C                    -0.035597
     63 C                    -0.026089
     64 C                    -0.012610
     65 C                    -0.036718
     66 C                    -0.017713
     67 C                    -0.035144
     68 C                    -0.005008
     69 C                    -0.005707
     70 C                    -0.036068
     71 C                    -0.163437
     72 C                    -0.197824
     73 C                    -0.175022
     74 C                     0.005548
     75 C                    -0.028439
     76 C                     0.084027
     77 C                    -0.223790
     78 C                    -0.189931
     79 C                    -0.151239
     80 C                    -0.265047
     81 C                     0.034749
     82 C                     0.120217
     83 C                    -0.015956
     84 C                    -0.169878
     85 C                    -0.189567
     86 C                    -0.153157
     87 C                    -0.185012
     88 C                    -0.194072
     89 C                    -0.116965
     90 C                     0.134862
     91 C                    -0.216313
     92 C                    -0.218485
     93 C                     0.067706
     94 C                     0.041924
     95 C                    -0.217801
     96 C                    -0.215291
     97 C                     0.103298
     98 C                    -0.071103
     99 C                     0.097335
    100 C                    -0.007740
    101 C                    -0.189057
    102 C                    -0.199935
    103 C                    -0.169868
    104 C                    -0.185555
    105 C                    -0.180631
    106 C                     0.040828
    107 C                    -0.264648
    108 C                    -0.185562
    109 C                    -0.180329
    110 C                    -0.223457
    111 C                     0.114679
    112 C                    -0.038374
    113 C                    -0.004207
    114 C                    -0.186959
    115 C                    -0.179804
    116 C                    -0.181563
    117 C                    -0.174254
    118 C                    -0.220212
    119 C                     0.029353
    120 C                     0.165452
    121 C                    -0.240739
    122 C                    -0.230858
    123 C                     0.032299
    124 C                     0.097836
    125 C                    -0.224629
    126 C                    -0.212571
    127 C                     0.150224
    128 C                    -0.008796
    129 C                    -0.123404
    130 C                    -0.008651
    131 C                     0.107847
    132 C                    -0.167358
    133 C                    -0.169907
    134 C                    -0.204552
    135 H                     0.190255
    136 H                     0.182218
    137 H                     0.193988
    138 H                     0.200250
    139 H                     0.170959
    140 H                     0.185368
    141 H                     0.181982
    142 H                     0.193772
    143 H                     0.178901
    144 H                     0.184221
    145 H                     0.179152
    146 H                     0.195512
    147 H                     0.204111
    148 H                     0.188610
    149 H                     0.188888
    150 H                     0.204315
    151 H                     0.193067
    152 H                     0.184718
    153 H                     0.189882
    154 H                     0.183000
    155 H                     0.192107
    156 H                     0.196971
    157 H                     0.174132
    158 H                     0.190180
    159 H                     0.192815
    160 H                     0.189158
    161 H                     0.193738
    162 H                     0.180107
    163 H                     0.187373
    164 H                     0.194976
    165 H                     0.197082
    166 H                     0.193660
    167 H                     0.183708
    168 H                     0.214275
    169 H                     0.190207
    170 H                     0.181279
  ----------------------------------------
 
         RPA Excited State 22:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.051537
      2 C                     0.036182
      3 C                    -0.038622
      4 C                    -0.043784
      5 C                     0.010251
      6 C                    -0.020909
      7 C                    -0.021864
      8 C                    -0.057831
      9 C                     0.019331
     10 C                    -0.039941
     11 C                    -0.042797
     12 C                    -0.032938
     13 C                     0.009894
     14 C                     0.014581
     15 C                     0.048915
     16 C                    -0.009489
     17 C                    -0.066551
     18 C                     0.011269
     19 C                    -0.015092
     20 C                    -0.063674
     21 C                    -0.014501
     22 C                    -0.054188
     23 C                    -0.037002
     24 C                    -0.015305
     25 C                    -0.049244
     26 C                     0.010637
     27 C                    -0.034302
     28 C                    -0.040229
     29 C                    -0.042806
     30 C                    -0.030555
     31 C                    -0.008948
     32 C                     0.112764
     33 C                     0.008265
     34 C                     0.122331
     35 C                     0.015113
     36 C                     0.101011
     37 C                     0.072944
     38 C                     0.017417
     39 C                     0.066118
     40 C                     0.031347
     41 C                     0.005199
     42 C                    -0.072032
     43 C                    -0.043502
     44 C                    -0.050182
     45 C                    -0.068256
     46 C                    -0.015516
     47 C                    -0.030789
     48 C                    -0.062831
     49 C                    -0.014640
     50 C                    -0.067690
     51 C                     0.021353
     52 C                    -0.012236
     53 C                     0.022833
     54 C                     0.039258
     55 C                    -0.040825
     56 C                    -0.041367
     57 C                    -0.020975
     58 C                    -0.009153
     59 C                     0.006523
     60 C                     0.032081
     61 C                    -0.011022
     62 C                    -0.035662
     63 C                    -0.028678
     64 C                    -0.016919
     65 C                    -0.023115
     66 C                    -0.026602
     67 C                    -0.022954
     68 C                    -0.016262
     69 C                     0.001041
     70 C                    -0.033327
     71 C                    -0.163814
     72 C                    -0.197819
     73 C                    -0.175850
     74 C                     0.005806
     75 C                    -0.041463
     76 C                     0.101207
     77 C                    -0.231494
     78 C                    -0.183847
     79 C                    -0.141853
     80 C                    -0.273383
     81 C                     0.052351
     82 C                     0.101738
     83 C                    -0.016951
     84 C                    -0.172491
     85 C                    -0.189796
     86 C                    -0.155886
     87 C                    -0.185142
     88 C                    -0.197300
     89 C                    -0.079400
     90 C                     0.124565
     91 C                    -0.218484
     92 C                    -0.229592
     93 C                     0.071037
     94 C                     0.053959
     95 C                    -0.229542
     96 C                    -0.210736
     97 C                     0.100555
     98 C                    -0.028058
     99 C                     0.085896
    100 C                    -0.005884
    101 C                    -0.189734
    102 C                    -0.199634
    103 C                    -0.168917
    104 C                    -0.185560
    105 C                    -0.180218
    106 C                     0.052972
    107 C                    -0.270531
    108 C                    -0.180605
    109 C                    -0.167041
    110 C                    -0.231654
    111 C                     0.135759
    112 C                    -0.057135
    113 C                    -0.004689
    114 C                    -0.187847
    115 C                    -0.180020
    116 C                    -0.182072
    117 C                    -0.174091
    118 C                    -0.221191
    119 C                     0.056985
    120 C                     0.162215
    121 C                    -0.240934
    122 C                    -0.241871
    123 C                     0.040846
    124 C                     0.111062
    125 C                    -0.235552
    126 C                    -0.210688
    127 C                     0.148943
    128 C                     0.028847
    129 C                    -0.092573
    130 C                     0.013809
    131 C                     0.130622
    132 C                    -0.136999
    133 C                    -0.170503
    134 C                    -0.204646
    135 H                     0.190269
    136 H                     0.182216
    137 H                     0.193963
    138 H                     0.200244
    139 H                     0.171063
    140 H                     0.185368
    141 H                     0.182022
    142 H                     0.193755
    143 H                     0.178840
    144 H                     0.184220
    145 H                     0.179136
    146 H                     0.195362
    147 H                     0.204068
    148 H                     0.188612
    149 H                     0.188884
    150 H                     0.204317
    151 H                     0.193081
    152 H                     0.184680
    153 H                     0.189891
    154 H                     0.182983
    155 H                     0.192086
    156 H                     0.196960
    157 H                     0.174110
    158 H                     0.190168
    159 H                     0.192819
    160 H                     0.188975
    161 H                     0.193704
    162 H                     0.180109
    163 H                     0.187320
    164 H                     0.194966
    165 H                     0.197076
    166 H                     0.193663
    167 H                     0.183697
    168 H                     0.214248
    169 H                     0.190162
    170 H                     0.181264
  ----------------------------------------
 
         RPA Excited State 23:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.048869
      2 C                     0.043453
      3 C                    -0.059269
      4 C                    -0.021608
      5 C                    -0.005699
      6 C                    -0.010329
      7 C                     0.004234
      8 C                    -0.031740
      9 C                     0.013525
     10 C                    -0.023438
     11 C                    -0.007039
     12 C                    -0.005636
     13 C                     0.007296
     14 C                     0.011484
     15 C                     0.040384
     16 C                    -0.004013
     17 C                    -0.058126
     18 C                     0.022817
     19 C                    -0.019069
     20 C                    -0.068682
     21 C                    -0.018110
     22 C                    -0.044491
     23 C                    -0.031324
     24 C                     0.003283
     25 C                    -0.061052
     26 C                     0.028549
     27 C                     0.013093
     28 C                    -0.043191
     29 C                    -0.010271
     30 C                    -0.009994
     31 C                     0.001647
     32 C                     0.140348
     33 C                     0.043940
     34 C                     0.127704
     35 C                     0.018908
     36 C                     0.119406
     37 C                     0.091775
     38 C                     0.043350
     39 C                     0.076033
     40 C                     0.039952
     41 C                     0.027293
     42 C                    -0.053654
     43 C                    -0.010436
     44 C                    -0.051843
     45 C                    -0.062518
     46 C                    -0.006651
     47 C                    -0.033000
     48 C                    -0.045811
     49 C                    -0.005276
     50 C                    -0.073107
     51 C                     0.022156
     52 C                     0.001375
     53 C                     0.042720
     54 C                     0.036869
     55 C                    -0.023891
     56 C                    -0.028729
     57 C                    -0.010508
     58 C                     0.001371
     59 C                    -0.001789
     60 C                     0.023564
     61 C                    -0.021520
     62 C                    -0.024946
     63 C                    -0.035735
     64 C                    -0.019737
     65 C                    -0.020405
     66 C                    -0.034779
     67 C                    -0.016608
     68 C                    -0.041616
     69 C                    -0.014791
     70 C                    -0.019447
     71 C                    -0.165049
     72 C                    -0.198013
     73 C                    -0.177127
     74 C                     0.004658
     75 C                    -0.051472
     76 C                     0.084967
     77 C                    -0.235309
     78 C                    -0.194407
     79 C                    -0.155468
     80 C                    -0.275608
     81 C                     0.036222
     82 C                     0.095898
     83 C                    -0.017679
     84 C                    -0.173046
     85 C                    -0.189959
     86 C                    -0.156619
     87 C                    -0.185132
     88 C                    -0.198139
     89 C                    -0.108449
     90 C                     0.112109
     91 C                    -0.221903
     92 C                    -0.236785
     93 C                     0.056315
     94 C                     0.035160
     95 C                    -0.235091
     96 C                    -0.218486
     97 C                     0.084440
     98 C                    -0.062042
     99 C                     0.073912
    100 C                    -0.008603
    101 C                    -0.191173
    102 C                    -0.200497
    103 C                    -0.172225
    104 C                    -0.185818
    105 C                    -0.183448
    106 C                     0.040741
    107 C                    -0.274159
    108 C                    -0.191017
    109 C                    -0.182012
    110 C                    -0.233396
    111 C                     0.118143
    112 C                    -0.061154
    113 C                    -0.004931
    114 C                    -0.187718
    115 C                    -0.179808
    116 C                    -0.182324
    117 C                    -0.174096
    118 C                    -0.221275
    119 C                     0.035978
    120 C                     0.145641
    121 C                    -0.244216
    122 C                    -0.253103
    123 C                     0.023618
    124 C                     0.087727
    125 C                    -0.244554
    126 C                    -0.216383
    127 C                     0.130607
    128 C                    -0.001519
    129 C                    -0.118374
    130 C                    -0.006026
    131 C                     0.111262
    132 C                    -0.159449
    133 C                    -0.171087
    134 C                    -0.204854
    135 H                     0.190257
    136 H                     0.182187
    137 H                     0.193871
    138 H                     0.200199
    139 H                     0.170974
    140 H                     0.185368
    141 H                     0.181944
    142 H                     0.193747
    143 H                     0.178816
    144 H                     0.184217
    145 H                     0.179134
    146 H                     0.195143
    147 H                     0.204063
    148 H                     0.188604
    149 H                     0.188879
    150 H                     0.204292
    151 H                     0.193033
    152 H                     0.184651
    153 H                     0.189883
    154 H                     0.182924
    155 H                     0.192082
    156 H                     0.196962
    157 H                     0.174108
    158 H                     0.190171
    159 H                     0.192803
    160 H                     0.189382
    161 H                     0.193697
    162 H                     0.180111
    163 H                     0.187306
    164 H                     0.194972
    165 H                     0.197077
    166 H                     0.193652
    167 H                     0.183674
    168 H                     0.214240
    169 H                     0.190153
    170 H                     0.181243
  ----------------------------------------
 
         RPA Excited State 24:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.030941
      2 C                     0.049824
      3 C                    -0.036934
      4 C                     0.005556
      5 C                     0.031550
      6 C                    -0.002487
      7 C                     0.014801
      8 C                    -0.030744
      9 C                     0.061999
     10 C                    -0.038638
     11 C                    -0.021565
     12 C                     0.073198
     13 C                    -0.019691
     14 C                     0.005570
     15 C                     0.088118
     16 C                    -0.009040
     17 C                    -0.053007
     18 C                     0.043254
     19 C                     0.000712
     20 C                    -0.056733
     21 C                     0.000237
     22 C                    -0.055082
     23 C                    -0.034598
     24 C                     0.011368
     25 C                    -0.067705
     26 C                     0.002077
     27 C                     0.003547
     28 C                    -0.046509
     29 C                    -0.014836
     30 C                    -0.017572
     31 C                    -0.006958
     32 C                     0.118212
     33 C                     0.010675
     34 C                     0.127536
     35 C                     0.023287
     36 C                     0.111299
     37 C                     0.070395
     38 C                     0.029210
     39 C                     0.066414
     40 C                     0.032093
     41 C                     0.004894
     42 C                    -0.042482
     43 C                    -0.027834
     44 C                    -0.044851
     45 C                    -0.080601
     46 C                     0.003321
     47 C                    -0.045047
     48 C                    -0.052954
     49 C                    -0.033775
     50 C                    -0.090261
     51 C                     0.014177
     52 C                    -0.032060
     53 C                     0.044634
     54 C                     0.040374
     55 C                    -0.018804
     56 C                    -0.023145
     57 C                    -0.025461
     58 C                    -0.002864
     59 C                    -0.006902
     60 C                     0.014445
     61 C                    -0.001042
     62 C                    -0.015040
     63 C                    -0.017778
     64 C                     0.008298
     65 C                    -0.013931
     66 C                    -0.016507
     67 C                    -0.012433
     68 C                    -0.012405
     69 C                     0.009114
     70 C                    -0.013697
     71 C                    -0.165414
     72 C                    -0.198037
     73 C                    -0.177440
     74 C                     0.004326
     75 C                    -0.053853
     76 C                     0.081023
     77 C                    -0.236582
     78 C                    -0.197303
     79 C                    -0.158744
     80 C                    -0.276697
     81 C                     0.032270
     82 C                     0.094217
     83 C                    -0.018085
     84 C                    -0.173467
     85 C                    -0.190005
     86 C                    -0.157052
     87 C                    -0.185167
     88 C                    -0.198953
     89 C                    -0.117010
     90 C                     0.108960
     91 C                    -0.221380
     92 C                    -0.238198
     93 C                     0.052589
     94 C                     0.029371
     95 C                    -0.236562
     96 C                    -0.220557
     97 C                     0.079223
     98 C                    -0.070813
     99 C                     0.072755
    100 C                    -0.008992
    101 C                    -0.191268
    102 C                    -0.200622
    103 C                    -0.172558
    104 C                    -0.185815
    105 C                    -0.183770
    106 C                     0.036765
    107 C                    -0.273630
    108 C                    -0.194321
    109 C                    -0.185927
    110 C                    -0.232916
    111 C                     0.112425
    112 C                    -0.061363
    113 C                    -0.004917
    114 C                    -0.187163
    115 C                    -0.178869
    116 C                    -0.182429
    117 C                    -0.173484
    118 C                    -0.220729
    119 C                     0.028660
    120 C                     0.140631
    121 C                    -0.245825
    122 C                    -0.255492
    123 C                     0.019683
    124 C                     0.081640
    125 C                    -0.246157
    126 C                    -0.218592
    127 C                     0.125868
    128 C                    -0.009184
    129 C                    -0.120600
    130 C                    -0.008346
    131 C                     0.107494
    132 C                    -0.167991
    133 C                    -0.171243
    134 C                    -0.204887
    135 H                     0.190256
    136 H                     0.182167
    137 H                     0.194096
    138 H                     0.200187
    139 H                     0.170952
    140 H                     0.185366
    141 H                     0.181921
    142 H                     0.193729
    143 H                     0.178800
    144 H                     0.184211
    145 H                     0.179115
    146 H                     0.194512
    147 H                     0.204064
    148 H                     0.188601
    149 H                     0.188874
    150 H                     0.204290
    151 H                     0.193026
    152 H                     0.184648
    153 H                     0.189883
    154 H                     0.182918
    155 H                     0.192088
    156 H                     0.196964
    157 H                     0.174108
    158 H                     0.190172
    159 H                     0.192807
    160 H                     0.189295
    161 H                     0.193698
    162 H                     0.180110
    163 H                     0.187305
    164 H                     0.194975
    165 H                     0.197118
    166 H                     0.193663
    167 H                     0.183697
    168 H                     0.214232
    169 H                     0.190154
    170 H                     0.181239
