  STATES      Coupling(eV)
   1   38    -0.0198218500 
   1   39     0.0182445000 
   1   40    -0.0077456130 
   2    3    -0.0116612700 
   2    4    -0.0176995800 
   2    5    -0.0010325090 
   2    6    -0.0004582418 
   2    7     0.2070176000 
   2    8    -0.0089650310 
   2    9    -0.0032654620 
   2   10    -0.0024753450 
   2   11     0.0003338847 
   2   12    -0.0059432130 
   2   13    -0.0000198648 
   2   14     0.0010745490 
   2   15    -0.4172949000 
   2   16     0.0008281105 
   2   17    -0.0177030300 
   2   18     0.0049764640 
   2   19    -0.0002136529 
   2   20    -0.0042838000 
   2   21    -0.3851812000 
   2   22    -0.0015321150 
   2   23     0.0062616260 
   2   24    -0.0037396050 
   2   25    -0.0003759691 
   2   26    -0.0018477170 
   2   27     0.0059368420 
   2   28     0.0001371792 
   2   29    -0.0063445010 
   2   30     0.0013457580 
   2   31     0.0006725954 
   2   32    -0.0025297990 
   2   33     0.0006765325 
   2   34    -0.0085924990 
   2   35     0.0031557370 
   2   36     0.0000158300 
   2   37     0.0006977119 
   2   38    -0.0156183300 
   2   39    -0.0077776540 
   2   40    -0.0062563870 
   3    4     0.0038474660 
   3    5    -0.0001699657 
   3    6    -0.0002341752 
   3    7    -0.0542967900 
   3    8     0.0015416340 
   3    9     0.0007616688 
   3   10    -0.0010041720 
   3   11     0.0006351385 
   3   12    -0.0090009800 
   3   13    -0.0022018950 
   3   14    -0.0004945663 
   3   15    -0.1179204000 
   3   16     0.0030946730 
   3   17    -0.0067857630 
   3   18    -0.0014260630 
   3   19     0.0039150800 
   3   20    -0.0022235490 
   3   21    -0.1116912000 
   3   22    -0.0019104990 
   3   23    -0.0106820400 
   3   24     0.0045207940 
   3   25     0.0004487985 
   3   26     0.0000514689 
   3   27     0.0008644564 
   3   28     0.0028826630 
   3   29     0.0008888731 
   3   30    -0.0017920780 
   3   31    -0.0057019830 
   3   32     0.0003059303 
   3   33    -0.0006109530 
   3   34     0.0044962910 
   3   35     0.0022801740 
   3   36    -0.0012998990 
   3   37     0.0011116850 
   3   38     0.0232240300 
   3   39     0.0061148730 
   3   40     0.0068332670 
   4    5     0.0006675685 
   4    6    -0.0005975206 
   4    7    -0.0087616770 
   4    8    -0.0028583160 
   4    9     0.0133455500 
   4   10    -0.0388392200 
   4   11    -0.0347935800 
   4   12     0.0029202430 
   4   13    -0.1698616000 
   4   14     0.0400760200 
   4   15     0.0050470140 
   4   16     0.1042035000 
   4   17     0.0026272010 
   4   18     0.0140722000 
   4   19     0.0104581100 
   4   20     0.0391488500 
   4   21    -0.0052288840 
   4   22     0.0890215500 
   4   23    -0.0034653370 
   4   24    -0.0174152000 
   4   25    -0.0019563820 
   4   26    -0.0142287300 
   4   27     0.1376260000 
   4   28    -0.0058057270 
   4   29     0.0005707645 
   4   30     0.0016903850 
   4   31     0.0292129300 
   4   32    -0.0077482670 
   4   33     0.1009277000 
   4   34     0.0025619470 
   4   35    -0.0348625400 
   4   36     0.1118782000 
   4   37     0.0119290000 
   4   38    -0.0018468500 
   4   39     0.0024204640 
   4   40     0.0218822800 
   5    6    -0.0060155590 
   5    7     0.0010952780 
   5    8    -0.0001271210 
   5    9     0.0025391920 
   5   10     0.0002417742 
   5   11     0.0038087880 
   5   12    -0.0006651751 
   5   13     0.0113547800 
   5   14    -0.0085081430 
   5   15     0.0001754872 
   5   16     0.0006518139 
   5   17    -0.0007641766 
   5   18    -0.0005319379 
   5   19     0.0025099830 
   5   20     0.0049324870 
   5   21     0.0000681696 
   5   22    -0.0058638190 
   5   23    -0.0000183212 
   5   24     0.0054360840 
   5   25    -0.0031441320 
   5   26    -0.0012073950 
   5   27     0.0066796380 
   5   28     0.0067149260 
   5   29     0.0020776810 
   5   30    -0.0052216720 
   5   31     0.0010681280 
   5   32    -0.0103771700 
   5   33    -0.0011589350 
   5   34     0.0038004530 
   5   35    -0.0015931420 
   5   36     0.0006479780 
   5   37    -0.0043936370 
   5   38    -0.0007306081 
   5   39     0.0001695370 
   5   40     0.0012646960 
   6    7     0.0008607536 
   6    8     0.0009833966 
   6    9    -0.0021497650 
   6   10    -0.0001837532 
   6   11    -0.0038949670 
   6   12     0.0011386550 
   6   13    -0.0119771800 
   6   14     0.0091179850 
   6   15    -0.0002819415 
   6   16    -0.0001912923 
   6   17    -0.0002495858 
   6   18     0.0005802017 
   6   19    -0.0029038870 
   6   20    -0.0048409310 
   6   21    -0.0009434199 
   6   22     0.0065431140 
   6   23     0.0004290543 
   6   24    -0.0058861330 
   6   25     0.0034708700 
   6   26     0.0010799770 
   6   27    -0.0064434240 
   6   28    -0.0076245110 
   6   29    -0.0010319490 
   6   30     0.0058646610 
   6   31    -0.0013704370 
   6   32     0.0122141400 
   6   33     0.0013546100 
   6   34    -0.0026740910 
   6   35     0.0018840570 
   6   36    -0.0009126190 
   6   37     0.0042676740 
   6   38     0.0000297690 
   6   39    -0.0005717067 
   6   40    -0.0012059950 
   7    8    -0.0017213110 
   7    9    -0.0002410834 
   7   10     0.0003318208 
   7   11    -0.0004806324 
   7   12     0.0011964070 
   7   13    -0.0012099910 
   7   14     0.0012840240 
   7   15    -0.0952163300 
   7   16    -0.0002472892 
   7   17     0.0039864530 
   7   18    -0.0001007550 
   7   19    -0.0006072956 
   7   20    -0.0005908057 
   7   21     0.1942004000 
   7   22     0.0000475810 
   7   23    -0.0018732710 
   7   24    -0.0001695909 
   7   25    -0.0008492832 
   7   26     0.0005242259 
   7   27    -0.0013738400 
   7   28    -0.0001231431 
   7   29     0.0018891000 
   7   30     0.0003274514 
   7   31     0.0000197236 
   7   32    -0.0011876120 
   7   33    -0.0002102838 
   7   34    -0.0019416300 
   7   35    -0.0000745298 
   7   36     0.0012950230 
   7   37     0.0034631950 
   7   38     0.0057856780 
   7   39     0.0000979608 
   7   40     0.0005003409 
   8    9    -0.0052579580 
   8   10    -0.0023815160 
   8   11     0.0007298619 
   8   12    -0.0009264695 
   8   13     0.0018043860 
   8   14     0.0034884460 
   8   15    -0.0015861420 
   8   16     0.0016623810 
   8   17     0.0574472600 
   8   18     0.0059816920 
   8   19     0.0078114940 
   8   20     0.0036484530 
   8   21     0.0071007320 
   8   22     0.0010127350 
   8   23     0.0753456300 
   8   24     0.0003630812 
   8   25    -0.0161763000 
   8   26    -0.0010461310 
   8   27    -0.0022134850 
   8   28     0.0028953720 
   8   29     0.0108029600 
   8   30     0.0034522530 
   8   31     0.0029885890 
   8   32     0.0003540803 
   8   33    -0.0073386950 
   8   34     0.0223922300 
   8   35    -0.0111462600 
   8   36    -0.0041178750 
   8   37    -0.0022683830 
   8   38     0.0042936040 
   8   39     0.0010861050 
   8   40    -0.0025922880 
   9   10     0.0040309500 
   9   11    -0.0012002520 
   9   12     0.0008020178 
   9   13    -0.0045067470 
   9   14    -0.0118662800 
   9   15    -0.0002998581 
   9   16    -0.0078138500 
   9   17    -0.0004941409 
   9   18    -0.0460231300 
   9   19    -0.0281421500 
   9   20    -0.0128020100 
   9   21    -0.0002859409 
   9   22    -0.0041968070 
   9   23     0.0013847480 
   9   24    -0.0036477980 
   9   25     0.1322325000 
   9   26     0.0011679030 
   9   27     0.0138136000 
   9   28    -0.0280718600 
   9   29    -0.0000356232 
   9   30    -0.0132727000 
   9   31    -0.0093042290 
   9   32     0.0279504600 
   9   33     0.0300960200 
   9   34    -0.0025574980 
   9   35     0.0384955600 
   9   36     0.0206276000 
   9   37     0.0238469500 
   9   38    -0.0002658956 
   9   39     0.0017492190 
   9   40     0.0086628440 
  10   11     0.0191872700 
  10   12    -0.0019963770 
  10   13     0.0321225000 
  10   14    -0.0400685200 
  10   15     0.0000139778 
  10   16     0.0043570090 
  10   17     0.0008680302 
  10   18     0.0083744160 
  10   19     0.1136182000 
  10   20     0.0148956000 
  10   21    -0.0001241766 
  10   22    -0.0017876510 
  10   23     0.0013371260 
  10   24     0.0046717000 
  10   25    -0.0108729600 
  10   26    -0.1107260000 
  10   27     0.0080516180 
  10   28    -0.0085935290 
  10   29    -0.0000275489 
  10   30    -0.1237617000 
  10   31     0.0337673300 
  10   32    -0.0171351900 
  10   33    -0.0740982000 
  10   34     0.0062570510 
  10   35     0.2498967000 
  10   36    -0.2174865000 
  10   37    -0.0093854770 
  10   38     0.0004059289 
  10   39     0.0022378710 
  10   40     0.0058352430 
  11   12     0.0019885640 
  11   13     0.0243088800 
  11   14     0.0053705410 
  11   15     0.0003735829 
  11   16     0.0613884900 
  11   17    -0.0043486720 
  11   18    -0.0173182900 
  11   19    -0.0138644200 
  11   20     0.0348439100 
  11   21     0.0000016557 
  11   22     0.1032731000 
  11   23     0.0003787562 
  11   24     0.0104809200 
  11   25     0.0087483380 
  11   26    -0.1269807000 
  11   27    -0.1607324000 
  11   28     0.0237075200 
  11   29     0.0002780815 
  11   30     0.0386779500 
  11   31    -0.0289078500 
  11   32     0.0301436900 
  11   33    -0.0908331600 
  11   34    -0.0089634540 
  11   35    -0.0128262000 
  11   36    -0.0163360200 
  11   37     0.0502646200 
  11   38     0.0001489612 
  11   39     0.0021357930 
  11   40     0.1331917000 
  12   13    -0.0019958670 
  12   14    -0.0003407799 
  12   15    -0.0041202110 
  12   16     0.0037344170 
  12   17    -0.0216692600 
  12   18     0.0025505100 
  12   19     0.0024487740 
  12   20     0.0016916740 
  12   21    -0.0025050390 
  12   22     0.0013766240 
  12   23    -0.0106337400 
  12   24     0.0041837460 
  12   25     0.0022371120 
  12   26     0.0099129810 
  12   27     0.0009271064 
  12   28     0.0003245222 
  12   29     0.0031107620 
  12   30    -0.0028400370 
  12   31     0.0021639550 
  12   32     0.0018189010 
  12   33     0.0007950822 
  12   34     0.0060428060 
  12   35     0.0011970370 
  12   36    -0.0004017554 
  12   37     0.0087638320 
  12   38     0.0872062700 
  12   39    -0.0404088000 
  12   40     0.0007172279 
  13   14    -0.0042866890 
  13   15    -0.0010510950 
  13   16     0.0356148700 
  13   17     0.0038537870 
  13   18     0.0219376900 
  13   19    -0.0309571500 
  13   20     0.0031035500 
  13   21    -0.0000181694 
  13   22    -0.0330002700 
  13   23     0.0013530590 
  13   24     0.0121500100 
  13   25     0.0148585200 
  13   26    -0.1215699000 
  13   27     0.0299415800 
  13   28    -0.0050885530 
  13   29     0.0007716280 
  13   30     0.0039543240 
  13   31     0.0313320200 
  13   32    -0.0046914840 
  13   33    -0.0688547800 
  13   34     0.0025893650 
  13   35    -0.0676786400 
  13   36     0.1229631000 
  13   37     0.0663623400 
  13   38     0.0011532670 
  13   39     0.0043663580 
  13   40     0.0431323700 
  14   15     0.0002477547 
  14   16    -0.0096657730 
  14   17    -0.0014595740 
  14   18    -0.0070656870 
  14   19    -0.0336659700 
  14   20    -0.0208388700 
  14   21    -0.0005785008 
  14   22    -0.0123701100 
  14   23     0.0014611980 
  14   24     0.0078953400 
  14   25     0.0098330130 
  14   26     0.0045169740 
  14   27     0.0104536700 
  14   28     0.0042821880 
  14   29     0.0001666673 
  14   30     0.1645658000 
  14   31     0.0052715770 
  14   32    -0.0019772350 
  14   33    -0.0138940600 
  14   34    -0.0001283310 
  14   35     0.1280754000 
  14   36    -0.0297489100 
  14   37     0.0064015260 
  14   38     0.0004086915 
  14   39     0.0048485690 
  14   40     0.0370292400 
  15   16     0.0000458291 
  15   17     0.0006780316 
  15   18     0.0000367275 
  15   19    -0.0003157559 
  15   20    -0.0005248486 
  15   21     0.0372840100 
  15   22     0.0003648153 
  15   23     0.0002880858 
  15   24    -0.0005699354 
  15   25     0.0001033084 
  15   26    -0.0000947212 
  15   27    -0.0004917765 
  15   28    -0.0009198167 
  15   29     0.0034902590 
  15   30     0.0007591158 
  15   31     0.0003383815 
  15   32     0.0000329313 
  15   33    -0.0000412695 
  15   34    -0.0001354540 
  15   35    -0.0003591043 
  15   36     0.0003163751 
  15   37    -0.0004102426 
  15   38    -0.0034037040 
  15   39     0.0034431140 
  15   40    -0.0008289939 
  16   17    -0.0016005300 
  16   18    -0.0076028470 
  16   19     0.0227998100 
  16   20     0.0363888100 
  16   21    -0.0002070876 
  16   22     0.0535211000 
  16   23     0.0000571474 
  16   24    -0.0036593010 
  16   25    -0.0027474630 
  16   26     0.0245500300 
  16   27    -0.1017147000 
  16   28    -0.0111764500 
  16   29    -0.0008773342 
  16   30    -0.0215933300 
  16   31    -0.0384072300 
  16   32     0.0151613200 
  16   33    -0.1065867000 
  16   34    -0.0051125620 
  16   35     0.0079781240 
  16   36    -0.0531585600 
  16   37    -0.0598887900 
  16   38    -0.0001885304 
  16   39    -0.0009290654 
  16   40    -0.0718261700 
  17   18     0.0006201054 
  17   19     0.0012995620 
  17   20     0.0012374880 
  17   21     0.0050540260 
  17   22    -0.0043642020 
  17   23    -0.0073912210 
  17   24    -0.0007259787 
  17   25     0.0011198490 
  17   26     0.0000986096 
  17   27     0.0003150566 
  17   28     0.0065621450 
  17   29     0.0605370100 
  17   30    -0.0025865530 
  17   31    -0.0006386610 
  17   32    -0.0008391996 
  17   33    -0.0019902590 
  17   34     0.0128706700 
  17   35     0.0001798788 
  17   36    -0.0006417561 
  17   37    -0.0002077811 
  17   38     0.0116193500 
  17   39     0.1023457000 
  17   40     0.0010910330 
  18   19     0.0062113030 
  18   20     0.0074270640 
  18   21    -0.0000131391 
  18   22    -0.0245609900 
  18   23    -0.0012664130 
  18   24     0.0281883300 
  18   25    -0.0379820400 
  18   26     0.0112550200 
  18   27    -0.0023999080 
  18   28     0.1112960000 
  18   29     0.0032929300 
  18   30    -0.0125115300 
  18   31     0.0014446810 
  18   32    -0.0102058500 
  18   33    -0.0271835300 
  18   34     0.0026679560 
  18   35    -0.0143102900 
  18   36    -0.0164210200 
  18   37    -0.0047862850 
  18   38    -0.0012214270 
  18   39    -0.0047733340 
  18   40     0.0178737000 
  19   20    -0.0068583220 
  19   21    -0.0008672471 
  19   22     0.0032125950 
  19   23     0.0031891650 
  19   24     0.0153783500 
  19   25     0.0201536500 
  19   26     0.0483196800 
  19   27    -0.0335453900 
  19   28    -0.0239945000 
  19   29    -0.0027171710 
  19   30    -0.0233474700 
  19   31     0.0098984030 
  19   32    -0.0059463120 
  19   33    -0.1051329000 
  19   34     0.0024016260 
  19   35    -0.0637936200 
  19   36    -0.0348727100 
  19   37    -0.0032096180 
  19   38     0.0003136104 
  19   39     0.0013285260 
  19   40     0.0153776000 
  20   21    -0.0008986787 
  20   22    -0.0149658200 
  20   23     0.0048751530 
  20   24     0.0240049500 
  20   25     0.0290995200 
  20   26    -0.0005382625 
  20   27    -0.0630653400 
  20   28     0.0188430200 
  20   29     0.0032416620 
  20   30    -0.0043859400 
  20   31     0.0264802500 
  20   32     0.0050754040 
  20   33    -0.1232619000 
  20   34    -0.0013558140 
  20   35     0.0310703900 
  20   36     0.0905586800 
  20   37     0.0215272000 
  20   38     0.0014145650 
  20   39     0.0083850390 
  20   40     0.0642056300 
  21   22    -0.0002696278 
  21   23     0.0030753290 
  21   24    -0.0001854992 
  21   25    -0.0017250620 
  21   26    -0.0005830818 
  21   27     0.0009247744 
  21   28    -0.0006204140 
  21   29    -0.0006203728 
  21   30    -0.0002751872 
  21   31    -0.0005862727 
  21   32    -0.0000371850 
  21   33     0.0034594350 
  21   34     0.0015101450 
  21   35     0.0009858923 
  21   36     0.0003606141 
  21   37     0.0004034739 
  21   38     0.0063501640 
  21   39    -0.0054095910 
  21   40     0.0008989008 
  22   23     0.0020881320 
  22   24     0.0124861500 
  22   25     0.0170000000 
  22   26    -0.0002291024 
  22   27     0.0491773000 
  22   28     0.0363071000 
  22   29     0.0019747000 
  22   30     0.0269382000 
  22   31    -0.0286082800 
  22   32     0.0239310200 
  22   33     0.1062384000 
  22   34    -0.0085136630 
  22   35     0.0308717800 
  22   36     0.0015450720 
  22   37    -0.0395492500 
  22   38     0.0003068587 
  22   39     0.0047156680 
  22   40     0.1739582000 
  23   24     0.0023433940 
  23   25     0.0064434910 
  23   26     0.0011209470 
  23   27    -0.0057827270 
  23   28     0.0008008043 
  23   29     0.0033980150 
  23   30     0.0000104199 
  23   31     0.0008954150 
  23   32     0.0017477400 
  23   33    -0.0160426100 
  23   34     0.0489293400 
  23   35    -0.0054474640 
  23   36    -0.0005799119 
  23   37    -0.0018412890 
  23   38     0.0090328910 
  23   39    -0.0278231300 
  23   40    -0.0008631053 
  24   25    -0.0086168270 
  24   26     0.0045171070 
  24   27    -0.0218417000 
  24   28    -0.0458855400 
  24   29    -0.0014221260 
  24   30     0.0000911997 
  24   31     0.0176194900 
  24   32     0.0151740000 
  24   33    -0.0620699300 
  24   34    -0.0056286200 
  24   35    -0.0212807300 
  24   36     0.0063051330 
  24   37     0.0010601050 
  24   38     0.0027360830 
  24   39     0.0082698610 
  24   40    -0.0208804800 
  25   26     0.0021585530 
  25   27    -0.0136143800 
  25   28     0.0173211400 
  25   29    -0.0005688613 
  25   30    -0.0003269704 
  25   31     0.0050675820 
  25   32    -0.0045139940 
  25   33    -0.0506299900 
  25   34    -0.0004031575 
  25   35    -0.0164423400 
  25   36    -0.0023120290 
  25   37    -0.0363893800 
  25   38    -0.0076509150 
  25   39     0.0019054190 
  25   40    -0.0227090100 
  26   27     0.0079504480 
  26   28     0.0129100000 
  26   29     0.0040681040 
  26   30    -0.0176904000 
  26   31     0.0360254900 
  26   32    -0.0055524120 
  26   33     0.0635318100 
  26   34     0.0019737630 
  26   35    -0.0049581340 
  26   36     0.0700110900 
  26   37     0.0093988750 
  26   38    -0.0009564654 
  26   39     0.0016710050 
  26   40     0.0304247100 
  27   28     0.0033631180 
  27   29    -0.0003091500 
  27   30     0.0035427250 
  27   31    -0.0317436100 
  27   32     0.0142883300 
  27   33     0.0583416300 
  27   34    -0.0046750280 
  27   35     0.0470580000 
  27   36    -0.0803333500 
  27   37    -0.0551587600 
  27   38    -0.0035345690 
  27   39    -0.0117159200 
  27   40    -0.1301217000 
  28   29    -0.0019837550 
  28   30    -0.0010239090 
  28   31     0.0227392400 
  28   32    -0.0248291100 
  28   33     0.0159056100 
  28   34     0.0093090100 
  28   35    -0.0111990300 
  28   36     0.0105775700 
  28   37    -0.0140570500 
  28   38     0.0007305775 
  28   39    -0.0005801223 
  28   40     0.0055348470 
  29   30     0.0001566401 
  29   31     0.0054524490 
  29   32     0.0003060689 
  29   33     0.0033274760 
  29   34     0.0095325310 
  29   35    -0.0010118100 
  29   36     0.0002820526 
  29   37     0.0022827700 
  29   38    -0.0245833800 
  29   39     0.0941694000 
  29   40     0.0006808892 
  30   31    -0.0033319770 
  30   32     0.0014289230 
  30   33    -0.0025730570 
  30   34    -0.0007957126 
  30   35     0.0345307300 
  30   36     0.0194568500 
  30   37     0.0021986580 
  30   38    -0.0010211030 
  30   39    -0.0013652070 
  30   40    -0.0001637863 
  31   32     0.0022652740 
  31   33     0.0064178300 
  31   34    -0.0020072190 
  31   35    -0.0067428350 
  31   36    -0.0234059200 
  31   37    -0.0533093900 
  31   38     0.0010519640 
  31   39    -0.0037361810 
  31   40     0.0641610700 
  32   33    -0.0001065251 
  32   34     0.0063524870 
  32   35    -0.0031691560 
  32   36     0.0086263180 
  32   37    -0.0180013400 
  32   38    -0.0008101356 
  32   39     0.0018344940 
  32   40    -0.0071177280 
  33   34    -0.0000530799 
  33   35     0.0113871100 
  33   36    -0.0007693083 
  33   37     0.0144795700 
  33   38    -0.0033691920 
  33   39     0.0011096690 
  33   40     0.0622591500 
  34   35     0.0007605897 
  34   36    -0.0021450020 
  34   37     0.0040231360 
  34   38    -0.0066952860 
  34   39     0.0197407100 
  34   40     0.0011407000 
  35   36    -0.0037996870 
  35   37     0.0000803443 
  35   38    -0.0006838558 
  35   39     0.0015141980 
  35   40     0.0182502100 
  36   37     0.0007613047 
  36   38     0.0015025310 
  36   39     0.0035004610 
  36   40     0.0240610100 
  37   38     0.0046317790 
  37   39    -0.0022800840 
  37   40     0.0263081300 
  38   39     0.0003596273 
  38   40    -0.0014047580 
  39   40     0.0012904370 
