          Ground-State Mulliken Net Atomic Charges
    100 C                    -0.050919
    101 C                    -0.186049
    102 C                    -0.178926
    103 C                    -0.185011
    104 C                    -0.182582
    105 C                    -0.169716
    106 C                     0.037205
    107 C                    -0.227016
    108 C                    -0.185844
    109 C                    -0.182998
    110 C                    -0.222327
    111 C                     0.082758
    112 C                    -0.039591
    113 C                    -0.050843
    114 C                    -0.181166
    115 C                    -0.186029
    116 C                    -0.170423
    117 C                    -0.187827
    118 C                    -0.178696
    119 C                     0.002510
    120 C                     0.083826
    121 C                    -0.191938
    122 C                    -0.282494
    123 C                     0.127826
    124 C                     0.005421
    125 C                    -0.246600
    126 C                    -0.230912
    127 C                     0.065387
    128 C                    -0.003525
    129 C                    -0.159845
    130 C                     0.124642
    131 C                     0.064885
    132 C                    -0.194819
    133 C                    -0.222510
    134 C                    -0.177824
    135 H                     0.173017
    136 H                     0.188989
    137 H                     0.188048
    138 H                     0.194641
    139 H                     0.182155
    140 H                     0.174130
    141 H                     0.186027
    142 H                     0.196111
    143 H                     0.183795
    144 H                     0.175736
    145 H                     0.182729
    146 H                     0.195799
    147 H                     0.193685
    148 H                     0.193972
    149 H                     0.195954
    150 H                     0.198524
    151 H                     0.188617
    152 H                     0.192360
    153 H                     0.181422
    154 H                     0.181372
    155 H                     0.189859
    156 H                     0.196389
    157 H                     0.180508
    158 H                     0.178704
    159 H                     0.190109
    160 H                     0.183473
    161 H                     0.195505
    162 H                     0.183235
    163 H                     0.181919
    164 H                     0.195092
    165 H                     0.197573
    166 H                     0.196693
    167 H                     0.198850
    168 H                     0.200338
    169 H                     0.188156
    170 H                     0.194128
  ----------------------------------------
 
         RPA Excited State 19:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.016736
      2 C                    -0.004298
      3 C                    -0.005700
      4 C                     0.003652
      5 C                     0.007788
      6 C                     0.020156
      7 C                     0.016663
      8 C                    -0.018674
      9 C                     0.036350
     10 C                    -0.033364
     11 C                    -0.035386
     12 C                     0.018360
     13 C                    -0.041697
     14 C                    -0.052921
     15 C                     0.034668
     16 C                    -0.007078
     17 C                    -0.029680
     18 C                    -0.010313
     19 C                    -0.007655
     20 C                    -0.035240
     21 C                    -0.074645
     22 C                    -0.030317
     23 C                    -0.022320
     24 C                     0.010571
     25 C                     0.000493
     26 C                    -0.034788
     27 C                     0.042758
     28 C                    -0.078263
     29 C                     0.013373
     30 C                    -0.011730
     31 C                     0.041007
     32 C                     0.094878
     33 C                     0.009611
     34 C                     0.060905
     35 C                     0.060836
     36 C                     0.069175
     37 C                     0.013254
     38 C                     0.081405
     39 C                     0.037265
     40 C                     0.116579
     41 C                    -0.005835
     42 C                    -0.010146
     43 C                     0.038748
     44 C                    -0.044368
     45 C                    -0.033414
     46 C                    -0.009602
     47 C                    -0.030898
     48 C                    -0.014324
     49 C                    -0.046114
     50 C                    -0.079704
     51 C                    -0.002776
     52 C                    -0.060348
     53 C                    -0.003974
     54 C                    -0.004706
     55 C                    -0.014881
     56 C                    -0.012686
     57 C                    -0.022390
     58 C                    -0.029993
     59 C                    -0.012807
     60 C                    -0.030205
     61 C                     0.025596
     62 C                     0.010381
     63 C                     0.014919
     64 C                    -0.011558
     65 C                     0.005598
     66 C                    -0.041049
     67 C                     0.021129
     68 C                     0.005881
     69 C                     0.020891
     70 C                    -0.014948
     71 C                    -0.176883
     72 C                    -0.162127
     73 C                    -0.245964
     74 C                     0.058298
     75 C                     0.001211
     76 C                     0.040836
     77 C                    -0.231335
     78 C                    -0.193459
     79 C                    -0.145217
     80 C                    -0.286394
     81 C                     0.122874
     82 C                     0.022437
     83 C                     0.030212
     84 C                    -0.208033
     85 C                    -0.196239
     86 C                    -0.162267
     87 C                    -0.167761
     88 C                    -0.184582
     89 C                    -0.080308
     90 C                     0.052477
     91 C                    -0.202874
     92 C                    -0.246818
     93 C                     0.050301
     94 C                     0.038572
     95 C                    -0.230834
     96 C                    -0.237968
     97 C                     0.132526
     98 C                    -0.069349
     99 C                     0.054138
    100 C                    -0.050078
    101 C                    -0.185191
    102 C                    -0.178849
    103 C                    -0.183914
    104 C                    -0.182433
    105 C                    -0.168952
    106 C                     0.037651
    107 C                    -0.224932
    108 C                    -0.184706
    109 C                    -0.181630
    110 C                    -0.220465
    111 C                     0.083318
    112 C                    -0.036165
    113 C                    -0.050647
    114 C                    -0.180952
    115 C                    -0.186005
    116 C                    -0.170211
    117 C                    -0.187757
    118 C                    -0.178411
    119 C                     0.003624
    120 C                     0.084205
    121 C                    -0.190636
    122 C                    -0.282274
    123 C                     0.128941
    124 C                     0.006862
    125 C                    -0.246094
    126 C                    -0.228529
    127 C                     0.065809
    128 C                    -0.000483
    129 C                    -0.159322
    130 C                     0.125321
    131 C                     0.065294
    132 C                    -0.194133
    133 C                    -0.222103
    134 C                    -0.177725
    135 H                     0.173018
    136 H                     0.189006
    137 H                     0.188060
    138 H                     0.194644
    139 H                     0.182143
    140 H                     0.174126
    141 H                     0.185565
    142 H                     0.196107
    143 H                     0.183769
    144 H                     0.175719
    145 H                     0.182737
    146 H                     0.195802
    147 H                     0.193678
    148 H                     0.193973
    149 H                     0.195955
    150 H                     0.198530
    151 H                     0.188619
    152 H                     0.192380
    153 H                     0.181421
    154 H                     0.181383
    155 H                     0.189873
    156 H                     0.196409
    157 H                     0.180509
    158 H                     0.178705
    159 H                     0.190111
    160 H                     0.183482
    161 H                     0.195514
    162 H                     0.183235
    163 H                     0.181929
    164 H                     0.195095
    165 H                     0.197575
    166 H                     0.196694
    167 H                     0.198858
    168 H                     0.200348
    169 H                     0.188160
    170 H                     0.194138
  ----------------------------------------
 
         RPA Excited State 20:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.006443
      2 C                    -0.040455
      3 C                    -0.016495
      4 C                    -0.045291
      5 C                    -0.002527
      6 C                    -0.007715
      7 C                    -0.015739
      8 C                    -0.043236
      9 C                     0.021160
     10 C                    -0.032815
     11 C                    -0.057289
     12 C                     0.001426
     13 C                    -0.020232
     14 C                    -0.046513
     15 C                     0.009487
     16 C                     0.009410
     17 C                    -0.014487
     18 C                    -0.032614
     19 C                    -0.008332
     20 C                    -0.027275
     21 C                    -0.058716
     22 C                    -0.041932
     23 C                    -0.057894
     24 C                    -0.024696
     25 C                    -0.021214
     26 C                    -0.009951
     27 C                    -0.000427
     28 C                    -0.049243
     29 C                    -0.048818
     30 C                    -0.023699
     31 C                     0.042608
     32 C                     0.093181
     33 C                     0.010495
     34 C                     0.061365
     35 C                     0.059540
     36 C                     0.072515
     37 C                     0.014685
     38 C                     0.080953
     39 C                     0.034173
     40 C                     0.117680
     41 C                    -0.057777
     42 C                    -0.048014
     43 C                    -0.038697
     44 C                    -0.033046
     45 C                    -0.002755
     46 C                    -0.025774
     47 C                    -0.034181
     48 C                    -0.037968
     49 C                    -0.058424
     50 C                    -0.061818
     51 C                     0.024029
     52 C                    -0.033940
     53 C                     0.000004
     54 C                     0.001467
     55 C                    -0.063397
     56 C                    -0.046140
     57 C                    -0.036662
     58 C                    -0.042100
     59 C                     0.013146
     60 C                    -0.002049
     61 C                     0.011703
     62 C                    -0.025163
     63 C                    -0.010923
     64 C                    -0.032654
     65 C                    -0.024623
     66 C                    -0.067538
     67 C                    -0.016162
     68 C                    -0.006226
     69 C                     0.008719
     70 C                    -0.060261
     71 C                    -0.177345
     72 C                    -0.162187
     73 C                    -0.246354
     74 C                     0.058243
     75 C                     0.000062
     76 C                     0.069227
     77 C                    -0.231986
     78 C                    -0.175337
     79 C                    -0.128916
     80 C                    -0.285539
     81 C                     0.144947
     82 C                     0.030617
     83 C                     0.032875
     84 C                    -0.211144
     85 C                    -0.195996
     86 C                    -0.160083
     87 C                    -0.167826
     88 C                    -0.181297
     89 C                    -0.028502
     90 C                     0.081756
     91 C                    -0.186651
     92 C                    -0.241647
     93 C                     0.089294
     94 C                     0.051455
     95 C                    -0.218826
     96 C                    -0.239441
     97 C                     0.149437
     98 C                    -0.038456
     99 C                     0.049741
    100 C                    -0.050915
    101 C                    -0.186308
    102 C                    -0.178948
    103 C                    -0.185370
    104 C                    -0.182643
    105 C                    -0.169923
    106 C                     0.063879
    107 C                    -0.227668
    108 C                    -0.157600
    109 C                    -0.174356
    110 C                    -0.212411
    111 C                     0.106011
    112 C                    -0.015587
    113 C                    -0.049705
    114 C                    -0.179996
    115 C                    -0.185894
    116 C                    -0.169171
    117 C                    -0.187274
    118 C                    -0.177102
    119 C                     0.061131
    120 C                     0.113207
    121 C                    -0.172416
    122 C                    -0.274677
    123 C                     0.164590
    124 C                     0.024790
    125 C                    -0.236916
    126 C                    -0.226305
    127 C                     0.089745
    128 C                     0.043324
    129 C                    -0.114424
    130 C                     0.159434
    131 C                     0.093505
    132 C                    -0.148321
    133 C                    -0.222450
    134 C                    -0.177754
    135 H                     0.173025
    136 H                     0.188993
    137 H                     0.188057
    138 H                     0.194681
    139 H                     0.182139
    140 H                     0.174183
    141 H                     0.185221
    142 H                     0.196121
    143 H                     0.183568
    144 H                     0.175678
    145 H                     0.182737
    146 H                     0.195786
    147 H                     0.193682
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198523
    151 H                     0.188629
    152 H                     0.192359
    153 H                     0.181422
    154 H                     0.181368
    155 H                     0.189858
    156 H                     0.196378
    157 H                     0.180562
    158 H                     0.178726
    159 H                     0.190141
    160 H                     0.183501
    161 H                     0.195579
    162 H                     0.183243
    163 H                     0.181988
    164 H                     0.195126
    165 H                     0.197576
    166 H                     0.196705
    167 H                     0.198822
    168 H                     0.200376
    169 H                     0.188179
    170 H                     0.194139
  ----------------------------------------
 
         RPA Excited State 21:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.001120
      2 C                    -0.014700
      3 C                    -0.036027
      4 C                     0.000590
      5 C                    -0.018085
      6 C                     0.002174
      7 C                     0.006677
      8 C                    -0.023523
      9 C                    -0.002021
     10 C                    -0.029158
     11 C                    -0.059394
     12 C                     0.017968
     13 C                    -0.039968
     14 C                    -0.059541
     15 C                    -0.002920
     16 C                     0.011597
     17 C                    -0.012769
     18 C                    -0.035146
     19 C                    -0.035966
     20 C                    -0.062091
     21 C                    -0.070461
     22 C                    -0.039510
     23 C                    -0.059085
     24 C                     0.008282
     25 C                    -0.024067
     26 C                    -0.002124
     27 C                     0.019385
     28 C                    -0.048202
     29 C                    -0.012609
     30 C                    -0.004901
     31 C                     0.040683
     32 C                     0.077238
     33 C                    -0.003029
     34 C                     0.052629
     35 C                     0.044202
     36 C                     0.065954
     37 C                    -0.005051
     38 C                     0.080446
     39 C                     0.033735
     40 C                     0.103507
     41 C                    -0.034827
     42 C                    -0.017441
     43 C                     0.009798
     44 C                    -0.037832
     45 C                     0.001434
     46 C                    -0.033030
     47 C                    -0.032355
     48 C                    -0.013600
     49 C                    -0.053342
     50 C                    -0.060883
     51 C                     0.028603
     52 C                    -0.040659
     53 C                    -0.024920
     54 C                    -0.029744
     55 C                    -0.030659
     56 C                    -0.014845
     57 C                    -0.031076
     58 C                    -0.040935
     59 C                     0.004302
     60 C                    -0.022530
     61 C                    -0.008782
     62 C                     0.006283
     63 C                    -0.038126
     64 C                    -0.032532
     65 C                    -0.004797
     66 C                    -0.047004
     67 C                     0.015631
     68 C                    -0.023646
     69 C                    -0.010817
     70 C                    -0.011908
     71 C                    -0.174238
     72 C                    -0.162047
     73 C                    -0.241180
     74 C                     0.060245
     75 C                     0.038428
     76 C                     0.046211
     77 C                    -0.213183
     78 C                    -0.182740
     79 C                    -0.131116
     80 C                    -0.266474
     81 C                     0.128176
     82 C                     0.073941
     83 C                     0.033744
     84 C                    -0.207288
     85 C                    -0.195577
     86 C                    -0.155862
     87 C                    -0.167540
     88 C                    -0.177487
     89 C                    -0.079704
     90 C                     0.098987
     91 C                    -0.192252
     92 C                    -0.221828
     93 C                     0.074327
     94 C                     0.048519
     95 C                    -0.201591
     96 C                    -0.237299
     97 C                     0.166609
     98 C                    -0.073584
     99 C                     0.085040
    100 C                    -0.049140
    101 C                    -0.181489
    102 C                    -0.178564
    103 C                    -0.180271
    104 C                    -0.182442
    105 C                    -0.165482
    106 C                     0.042417
    107 C                    -0.215788
    108 C                    -0.176294
    109 C                    -0.174226
    110 C                    -0.211128
    111 C                     0.088536
    112 C                    -0.005018
    113 C                    -0.049836
    114 C                    -0.179643
    115 C                    -0.185737
    116 C                    -0.169231
    117 C                    -0.187590
    118 C                    -0.176628
    119 C                     0.002744
    120 C                     0.115103
    121 C                    -0.187228
    122 C                    -0.255565
    123 C                     0.139129
    124 C                     0.024277
    125 C                    -0.225802
    126 C                    -0.219053
    127 C                     0.101166
    128 C                    -0.003460
    129 C                    -0.158894
    130 C                     0.124791
    131 C                     0.065201
    132 C                    -0.194005
    133 C                    -0.218921
    134 C                    -0.177257
    135 H                     0.173018
    136 H                     0.189107
    137 H                     0.188142
    138 H                     0.194666
    139 H                     0.182145
    140 H                     0.174231
    141 H                     0.185603
    142 H                     0.196151
    143 H                     0.183893
    144 H                     0.175737
    145 H                     0.182846
    146 H                     0.195855
    147 H                     0.193732
    148 H                     0.193978
    149 H                     0.195954
    150 H                     0.198524
    151 H                     0.188630
    152 H                     0.192489
    153 H                     0.181427
    154 H                     0.181467
    155 H                     0.189905
    156 H                     0.196493
    157 H                     0.180508
    158 H                     0.178705
    159 H                     0.190124
    160 H                     0.183557
    161 H                     0.195584
    162 H                     0.183234
    163 H                     0.181992
    164 H                     0.195086
    165 H                     0.197588
    166 H                     0.196719
    167 H                     0.198865
    168 H                     0.200413
    169 H                     0.188148
    170 H                     0.194214
  ----------------------------------------
 
         RPA Excited State 22:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.003666
      2 C                    -0.010402
      3 C                    -0.026312
      4 C                     0.002129
      5 C                    -0.010164
      6 C                     0.018183
      7 C                     0.005564
      8 C                    -0.035282
      9 C                     0.011254
     10 C                    -0.018244
     11 C                    -0.020014
     12 C                     0.020361
     13 C                    -0.015440
     14 C                    -0.046208
     15 C                     0.031363
     16 C                     0.009912
     17 C                    -0.005713
     18 C                    -0.033613
     19 C                    -0.029983
     20 C                    -0.058756
     21 C                    -0.094328
     22 C                    -0.037892
     23 C                    -0.058869
     24 C                     0.020838
     25 C                    -0.013442
     26 C                     0.000868
     27 C                     0.034743
     28 C                    -0.047918
     29 C                    -0.009378
     30 C                     0.004404
     31 C                     0.043568
     32 C                     0.088328
     33 C                     0.005638
     34 C                     0.059228
     35 C                     0.054513
     36 C                     0.072084
     37 C                     0.009090
     38 C                     0.081968
     39 C                     0.034955
     40 C                     0.113365
     41 C                    -0.024252
     42 C                    -0.018217
     43 C                     0.028779
     44 C                    -0.046964
     45 C                    -0.002681
     46 C                    -0.042350
     47 C                    -0.031247
     48 C                     0.003289
     49 C                    -0.047588
     50 C                    -0.054296
     51 C                     0.027381
     52 C                    -0.029672
     53 C                    -0.017391
     54 C                    -0.013593
     55 C                    -0.006325
     56 C                    -0.012949
     57 C                    -0.026386
     58 C                    -0.019741
     59 C                     0.007600
     60 C                    -0.008427
     61 C                    -0.000346
     62 C                     0.012450
     63 C                    -0.007067
     64 C                    -0.019504
     65 C                     0.008781
     66 C                    -0.044882
     67 C                     0.019774
     68 C                    -0.008997
     69 C                    -0.000917
     70 C                    -0.016378
     71 C                    -0.176982
     72 C                    -0.162152
     73 C                    -0.245827
     74 C                     0.057904
     75 C                     0.007184
     76 C                     0.042773
     77 C                    -0.228702
     78 C                    -0.190763
     79 C                    -0.142859
     80 C                    -0.282085
     81 C                     0.123580
     82 C                     0.034454
     83 C                     0.031084
     84 C                    -0.209169
     85 C                    -0.195938
     86 C                    -0.160456
     87 C                    -0.167442
     88 C                    -0.182384
     89 C                    -0.080230
     90 C                     0.065652
     91 C                    -0.200385
     92 C                    -0.240227
     93 C                     0.057156
     94 C                     0.038955
     95 C                    -0.222624
     96 C                    -0.241022
     97 C                     0.141543
     98 C                    -0.074366
     99 C                     0.058312
    100 C                    -0.050842
    101 C                    -0.185179
    102 C                    -0.178862
    103 C                    -0.184220
    104 C                    -0.182633
    105 C                    -0.168865
    106 C                     0.039236
    107 C                    -0.224745
    108 C                    -0.182389
    109 C                    -0.181282
    110 C                    -0.219160
    111 C                     0.084380
    112 C                    -0.029190
    113 C                    -0.050550
    114 C                    -0.180732
    115 C                    -0.185942
    116 C                    -0.170079
    117 C                    -0.187758
    118 C                    -0.178081
    119 C                     0.003938
    120 C                     0.092903
    121 C                    -0.190448
    122 C                    -0.275488
    123 C                     0.131687
    124 C                     0.009478
    125 C                    -0.240949
    126 C                    -0.229269
    127 C                     0.074978
    128 C                    -0.004698
    129 C                    -0.159014
    130 C                     0.124910
    131 C                     0.065263
    132 C                    -0.193878
    133 C                    -0.221788
    134 C                    -0.177804
    135 H                     0.173017
    136 H                     0.189018
    137 H                     0.188063
    138 H                     0.194645
    139 H                     0.182146
    140 H                     0.174205
    141 H                     0.185538
    142 H                     0.196120
    143 H                     0.183799
    144 H                     0.175746
    145 H                     0.182750
    146 H                     0.195815
    147 H                     0.193688
    148 H                     0.193974
    149 H                     0.195953
    150 H                     0.198520
    151 H                     0.188619
    152 H                     0.192387
    153 H                     0.181423
    154 H                     0.181394
    155 H                     0.189865
    156 H                     0.196408
    157 H                     0.180509
    158 H                     0.178705
    159 H                     0.190113
    160 H                     0.183496
    161 H                     0.195529
    162 H                     0.183235
    163 H                     0.181941
    164 H                     0.195091
    165 H                     0.197577
    166 H                     0.196697
    167 H                     0.198837
    168 H                     0.200347
    169 H                     0.188155
    170 H                     0.194146
  ----------------------------------------
 
         RPA Excited State 23:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.016687
      2 C                    -0.006035
      3 C                    -0.011365
      4 C                    -0.000213
      5 C                     0.002053
      6 C                     0.007091
      7 C                     0.021378
      8 C                    -0.017528
      9 C                     0.022723
     10 C                    -0.022091
     11 C                    -0.037181
     12 C                     0.018614
     13 C                    -0.015970
     14 C                    -0.046314
     15 C                     0.011714
     16 C                     0.014404
     17 C                    -0.008278
     18 C                    -0.019373
     19 C                    -0.001108
     20 C                    -0.025609
     21 C                    -0.056722
     22 C                    -0.035662
     23 C                    -0.054603
     24 C                     0.005962
     25 C                    -0.020110
     26 C                    -0.000104
     27 C                     0.017195
     28 C                    -0.044674
     29 C                    -0.012825
     30 C                    -0.003058
     31 C                     0.042305
     32 C                     0.093080
     33 C                     0.010851
     34 C                     0.062692
     35 C                     0.059452
     36 C                     0.072790
     37 C                     0.015238
     38 C                     0.081107
     39 C                     0.033956
     40 C                     0.117859
     41 C                    -0.036165
     42 C                    -0.013813
     43 C                     0.004253
     44 C                    -0.030074
     45 C                     0.005503
     46 C                    -0.021712
     47 C                    -0.029925
     48 C                    -0.018158
     49 C                    -0.050219
     50 C                    -0.060444
     51 C                     0.031575
     52 C                    -0.024979
     53 C                     0.002673
     54 C                     0.002943
     55 C                    -0.023177
     56 C                    -0.014194
     57 C                    -0.022649
     58 C                    -0.024150
     59 C                     0.013836
     60 C                     0.001647
     61 C                     0.014015
     62 C                     0.004481
     63 C                    -0.009593
     64 C                    -0.012428
     65 C                    -0.002072
     66 C                    -0.031981
     67 C                     0.022415
     68 C                     0.000831
     69 C                     0.015546
     70 C                    -0.010420
     71 C                    -0.176444
     72 C                    -0.162155
     73 C                    -0.244165
     74 C                     0.060094
     75 C                    -0.004568
     76 C                     0.041202
     77 C                    -0.226326
     78 C                    -0.181616
     79 C                    -0.152156
     80 C                    -0.266342
     81 C                     0.114960
     82 C                     0.059809
     83 C                     0.037431
     84 C                    -0.209504
     85 C                    -0.194102
     86 C                    -0.155238
     87 C                    -0.167423
     88 C                    -0.173645
     89 C                    -0.049051
     90 C                    -0.000473
     91 C                    -0.192243
     92 C                    -0.294110
     93 C                     0.057768
     94 C                    -0.001674
     95 C                    -0.257693
     96 C                    -0.262932
     97 C                     0.081246
     98 C                    -0.090803
     99 C                     0.041802
    100 C                    -0.045920
    101 C                    -0.184086
    102 C                    -0.178789
    103 C                    -0.181600
    104 C                    -0.181774
    105 C                    -0.167581
    106 C                     0.049688
    107 C                    -0.218995
    108 C                    -0.151170
    109 C                    -0.192698
    110 C                    -0.188943
    111 C                     0.076987
    112 C                     0.026222
    113 C                    -0.046708
    114 C                    -0.177345
    115 C                    -0.185625
    116 C                    -0.166147
    117 C                    -0.186108
    118 C                    -0.172918
    119 C                     0.057537
    120 C                     0.052906
    121 C                    -0.172341
    122 C                    -0.328040
    123 C                     0.141786
    124 C                    -0.028024
    125 C                    -0.281066
    126 C                    -0.246220
    127 C                     0.013306
    128 C                    -0.020489
    129 C                    -0.147807
    130 C                     0.133578
    131 C                     0.072173
    132 C                    -0.175015
    133 C                    -0.222218
    134 C                    -0.177450
    135 H                     0.173017
    136 H                     0.189007
    137 H                     0.188118
    138 H                     0.194656
    139 H                     0.182126
    140 H                     0.174206
    141 H                     0.185663
    142 H                     0.196113
    143 H                     0.183923
    144 H                     0.175802
    145 H                     0.182805
    146 H                     0.195611
    147 H                     0.193714
    148 H                     0.193975
    149 H                     0.195932
    150 H                     0.198553
    151 H                     0.188606
    152 H                     0.192370
    153 H                     0.181413
    154 H                     0.181359
    155 H                     0.189933
    156 H                     0.196454
    157 H                     0.180515
    158 H                     0.178733
    159 H                     0.190156
    160 H                     0.183575
    161 H                     0.195697
    162 H                     0.183251
    163 H                     0.182129
    164 H                     0.195171
    165 H                     0.197573
    166 H                     0.196498
    167 H                     0.198194
    168 H                     0.200238
    169 H                     0.188147
    170 H                     0.194124
  ----------------------------------------
 
         RPA Excited State 24:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.015337
      2 C                    -0.023900
      3 C                    -0.019252
      4 C                    -0.002178
      5 C                    -0.004479
      6 C                    -0.001806
      7 C                     0.013029
      8 C                    -0.024235
      9 C                     0.030267
     10 C                    -0.032795
     11 C                    -0.027952
     12 C                     0.035366
     13 C                    -0.013482
     14 C                    -0.044870
     15 C                     0.004512
     16 C                     0.020776
     17 C                    -0.009454
     18 C                    -0.000183
     19 C                    -0.014744
     20 C                    -0.042709
     21 C                    -0.038894
     22 C                    -0.020713
     23 C                    -0.068081
     24 C                    -0.002811
     25 C                    -0.017080
     26 C                    -0.002445
     27 C                     0.039413
     28 C                    -0.045620
     29 C                     0.007616
     30 C                    -0.017341
     31 C                     0.045789
     32 C                     0.093561
     33 C                     0.008459
     34 C                     0.066542
     35 C                     0.066519
     36 C                     0.072735
     37 C                     0.012657
     38 C                     0.083351
     39 C                     0.037459
     40 C                     0.118771
     41 C                    -0.018578
     42 C                    -0.008755
     43 C                     0.013100
     44 C                    -0.034986
     45 C                     0.031762
     46 C                    -0.014104
     47 C                    -0.021129
     48 C                    -0.023120
     49 C                    -0.060584
     50 C                    -0.070438
     51 C                     0.020654
     52 C                    -0.031024
     53 C                    -0.002685
     54 C                     0.017804
     55 C                    -0.008760
     56 C                    -0.011990
     57 C                    -0.034112
     58 C                    -0.035034
     59 C                     0.007470
     60 C                    -0.006186
     61 C                     0.032210
     62 C                     0.013849
     63 C                    -0.025643
     64 C                     0.024423
     65 C                    -0.009993
     66 C                    -0.035227
     67 C                     0.010486
     68 C                    -0.006544
     69 C                    -0.005092
     70 C                    -0.016220
     71 C                    -0.178249
     72 C                    -0.162202
     73 C                    -0.247981
     74 C                     0.056790
     75 C                    -0.006465
     76 C                     0.040939
     77 C                    -0.235280
     78 C                    -0.194882
     79 C                    -0.147569
     80 C                    -0.289004
     81 C                     0.121637
     82 C                     0.016823
     83 C                     0.030146
     84 C                    -0.210911
     85 C                    -0.196627
     86 C                    -0.161937
     87 C                    -0.167936
     88 C                    -0.183874
     89 C                    -0.081323
     90 C                     0.052187
     91 C                    -0.204053
     92 C                    -0.247446
     93 C                     0.049509
     94 C                     0.035443
     95 C                    -0.231241
     96 C                    -0.242335
     97 C                     0.131711
     98 C                    -0.074665
     99 C                     0.046682
    100 C                    -0.051757
    101 C                    -0.186890
    102 C                    -0.179001
    103 C                    -0.186101
    104 C                    -0.182748
    105 C                    -0.170433
    106 C                     0.037286
    107 C                    -0.228962
    108 C                    -0.186199
    109 C                    -0.184227
    110 C                    -0.223666
    111 C                     0.082547
    112 C                    -0.041745
    113 C                    -0.050980
    114 C                    -0.181328
    115 C                    -0.186044
    116 C                    -0.170576
    117 C                    -0.187883
    118 C                    -0.178881
    119 C                     0.002675
    120 C                     0.083486
    121 C                    -0.192613
    122 C                    -0.283363
    123 C                     0.127649
    124 C                     0.003521
    125 C                    -0.247135
    126 C                    -0.233534
    127 C                     0.064255
    128 C                    -0.005066
    129 C                    -0.159479
    130 C                     0.124608
    131 C                     0.065037
    132 C                    -0.194607
    133 C                    -0.223046
    134 C                    -0.178088
    135 H                     0.173016
    136 H                     0.188977
    137 H                     0.188026
    138 H                     0.194634
    139 H                     0.182141
    140 H                     0.174144
    141 H                     0.185487
    142 H                     0.196105
    143 H                     0.183710
    144 H                     0.175702
    145 H                     0.182699
    146 H                     0.195795
    147 H                     0.193671
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198517
    151 H                     0.188614
    152 H                     0.192341
    153 H                     0.181422
    154 H                     0.181362
    155 H                     0.189845
    156 H                     0.196369
    157 H                     0.180508
    158 H                     0.178704
    159 H                     0.190107
    160 H                     0.183467
    161 H                     0.195500
    162 H                     0.183234
    163 H                     0.181912
    164 H                     0.195090
    165 H                     0.197572
    166 H                     0.196691
    167 H                     0.198835
    168 H                     0.200318
    169 H                     0.188157
    170 H                     0.194116
  ----------------------------------------
 
         RPA Excited State 25:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.015130
      2 C                    -0.003633
      3 C                    -0.010415
      4 C                     0.003847
      5 C                     0.001825
      6 C                     0.008485
      7 C                     0.013847
      8 C                    -0.030304
      9 C                     0.029332
     10 C                    -0.022100
     11 C                    -0.049555
     12 C                     0.021917
     13 C                    -0.031484
     14 C                    -0.061375
     15 C                     0.011493
     16 C                     0.001342
     17 C                    -0.011338
     18 C                    -0.019595
     19 C                    -0.007098
     20 C                    -0.046142
     21 C                    -0.065226
     22 C                    -0.030147
     23 C                    -0.050275
     24 C                     0.021575
     25 C                    -0.032415
     26 C                    -0.014342
     27 C                     0.011706
     28 C                    -0.047842
     29 C                    -0.019847
     30 C                     0.020043
     31 C                     0.053538
     32 C                     0.125921
     33 C                     0.035709
     34 C                     0.072030
     35 C                     0.068227
     36 C                     0.087891
     37 C                     0.033090
